Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"AGCO","AGCO","7757.13","107.13","794193","-8.65","-8.04","-8.99","17.32","-5.48","-13.55","4.18","140.49","100.14","35","Industrial Products","Manufacturing - Farm Equipment","5.15","3"
"AGNC Investment","AGNC","12535.39","10.92","18707144","3.41","-.73","1.87","55.99","-6.24","19.46","186.81","12.17","9.33","144","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","711.03","7.06","596956","1.88","-.7","10.31","79.25","-1.84","-59.74","2.31","7.56","5.15","62","Finance","REIT and Equity Trust - Other","-6.87","3"
"AIRO Group Holdings, Inc.","AIRO","205.97","6.55","352260","-8.26","-13.82","-9.28","3.51","-26.3","4.57","-19.98","25.79","5.85","90","Aerospace","Aerospace - Defense","-19.98","3"
"AMETEK","AME","55011.01","240.01","968196","-.47","2.3","2.25","95.31","7.59","6.63","23.23","243.12","176.76","23","Computer and Technology","Electronics - Testing Equipment","20.11","2"
"AMN Healthcare Services","AMN","1346.26","34.71","733874","4.96","-.12","54.61","94.87","102.71","-8.49","3.43","35.77","15.1","201","Business Services","Business - Services","-.95","2"
"APA","APA","12839.04","36.33","4875195","-.25","12.27",".25","69.39","36.7","-5.31","16.52","44.39","18.06","217","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.38","4"
"APTIV PLC","APTV","12293.04","58.09","2136085","3.55","-1.36","1.72","15.29","-29.73","3.47","8.23","88.67","52.57","141","Business Services","Technology Services","1.77","3"
"APi Group","APG","16982.54","39.2","2706989","-.91","-6.62","-12.17","35.28","-5.7","12.72","15.24","49.4","33.64","201","Business Services","Business - Services","3.99","3"
"ARKO","ARKO","903.09","8.05","538919",".88",".12","19.97","87.76","63.2","-12.47",".38","8.64","3.82","204","Consumer Staples","Consumer Products - Staples",".38","3"
"ARM Holdings PLC Sponsored ADR","ARM","257983.73","241.54","5940402","-14.66","-23.39","13.23","40.9","103.38","22.79","38.85","439.46","104.55","47","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2328.55","16.45","4100695","1.98","-3.97","-6.27","47.34","-14.41","45.28","148.59","19.12","14.05","144","Finance","REIT and Equity Trust","44.9","3"
"ARS Pharmaceuticals, Inc.","SPRY","559.08","5.63","2191434","-6.17","-34.23","-37.44","0","-55.52","-5.46","-200","17.98","5.63","86","Medical","Medical - Drugs","-200","2"
"ASE Technology","ASX","77311.62","34.77","9449534","-11.89","-16.96","4.29","70.94","98.77","11.82","8.52","45.12","9.5","47","Computer and Technology","Electronics - Semiconductors","8.52","1"
"ASHLAND INC","ASH","3329.18","72.7","711602","9.22","8.49","33.49","99.45","14.05","-13.68","8.19","72.84","47.49","86","Basic Materials","Chemical - Specialty","2.82","3"
"ASML Holding","ASML","649484.44","1651.4399","1936947","-8.41","-6.66","8.89","74","42.07","20.81","30.11","1989.44","689.63","1","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11","1"
"AST SpaceMobile","ASTS","22682","58.44","14648419","-1.25","-31.35","-10.57","22.39","-25.94","1505.21","-573.67","133.09","36.91","48","Computer and Technology","Wireless Equipment","-573.67","3"
"AT&T","T","159043.86","23.21","78057792","1.09","12.78","-8.12","29.87","-14","2.71","12.77","29.62","20.48","90","Computer and Technology","Wireless National","16.94","3"
"ATI INC","ATI","24823.97","181.9","1352322","-8.98","-3.3","11.83","83.28","45.89","5.16","10.77","204.09","71.34","69","Aerospace","Aerospace - Defense Equipment","9.26","2"
"AXT","AXTI","3070.96","46.94","8113285","-11.32","-17.1","-56.71","32.41","164.24","-11.11","6.27","140.83","1.92","47","Computer and Technology","Electronics - Semiconductors","3.23","3"
"AZZ","AZZ","4356.27","144.96","327852","-5.16","-3.37",".6","75.68","24.48","4.58","11.28","160.17","97.64","80","Industrial Products","Manufacturing - Electronics","11.83","3"
"Abacus Global Management, Inc.","ABX","1004.31","10.47","619132","4.18","-11.72","11.62","78.08","12.71","110.18","33.72","12","5.02","179","Finance","Financial - Miscellaneous Services","15.63","2"
"AbbVie","ABBV","454790.16","257.41","5614214",".19","-1.4","26.98","92.07","3.69","8.57","28.85","263.3","189.02","226","Medical","Large Cap Pharmaceuticals","5.79","3"
"Abbott Laboratories","ABT","182745.78","105.61","12271929","4.82","10.7","21.38","42.64","-22.42","5.67","19.79","136.62","82.56","159","Medical","Medical - Products","11.65","3"
"Abercrombie & Fitch","ANF","4454.72","100.26","931867","10.31","8.48","27.7","53.94","-26.69","6.42","8.8","129.85","65.61","56","Retail-Wholesale","Retail - Apparel and Shoes","9.34","2"
"Academy Sports and Outdoors","ASO","2998.59","48.35","1256385","2.74","1.07","-9.71","34.02","-10.93","2.02","6.56","61.19","41.73","70","Consumer Discretionary","Leisure and Recreation Products","6.24","3"
"Acadia Healthcare","ACHC","2619.84","28.14","3032780","-17.26","-11.81","15.05","68.78","82.52","5.04","4.14","35.61","11.68","90","Medical","Medical - Hospital","-33.44","3"
"Acadia Realty Trust","AKR","3080.37","22.43","1231445","2","5.45","2.23","93.3",".51","14.2","12.14","22.72","18.39","65","Finance","REIT and Equity Trust - Retail","12.14","3"
"Acadian Asset Management Inc.","AAMI","2991.05","83.95","400080","4.64","14.86","26.18","100","64.4","11.49","24.38","83.95","39.58","179","Finance","Financial - Miscellaneous Services","15.17","1"
"Accelerant Holdings","ARX","2443.85","11.2","2146127","-18.66","-18.66","-17.4","8.89","-36.95","51.49","26.6","30.05","9.36","157","Finance","Insurance - Brokerage","-135.47","2"
"Accenture","ACN","109046.83","163.29","7610405","17.69","18.89","-9.38","23.67","-43.98","7.36","11.72","288.54","124.44","90","Computer and Technology","Computers - IT Services","10.66","4"
"Aclaris Therapeutics","ACRS","743.01","5.32","1645626","-2.92","-4.32","9.47","90.67","62.67","-58.19","-832.58","5.71","1.53","86","Medical","Medical - Drugs","-832.58","3"
"Acuren Corporation","TIC","1604.77","7.26","1934203","4.16","-10.48","-27.47","9.06","-33.91","39.45","-2.82","14.49","6.54","141","Business Services","Technology Services","-5.77","3"
"Adamas Trust, Inc.","ADAM","803.36","8.94","762559","4.07","-2.19","2.52","82.07","12.72","50.01","73.83","9.51","6.33","144","Finance","REIT and Equity Trust","29.82","1"
"AdaptHealth","AHCO","1451.57","10.68","997352","2.01","-.74","-8.95","42.55","-1.31","-.49","1.9","13.38","8.68","159","Medical","Medical - Products","-2.42","3"
"Adaptive Biotechnologies","ADPT","3869.87","24.18","2596374","8.38","14.11","64.6","100","37.04","54.77","-24.02","24.18","10.24","84","Medical","Medical - Biomedical and Genetics","-20.73","2"
"Adecoagro","AGRO","1448.58","10.16","653557","-5.66","5.39","-24.01","37.31","17.92","-6","-2.59","15.25","7.13","78","Consumer Staples","Agriculture - Operations",".95","3"
"Adient","ADNT","1715.69","21.88","834278","8.8","16.63",".09","43.92","5.05","-1.04","1","27.09","17.8","153","Auto-Tires-Trucks","Automotive - Original Equipment",".39","3"
"Adobe","ADBE","98540.25","247.9","5399459","16.84","12.82","-3.36","30.74","-34.81","10.53","37.44","370.7","193.41","146","Computer and Technology","Computer - Software","28.69","3"
"Advance Auto Parts","AAP","3393.02","56.19","1690395","5.19","-8.68","-1.82","68.61","31.59","-5.42","2.28","64.17","38.75","48","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".51","3"
"Advanced Drainage Systems","WMS","10544.11","137.57","571747","-2.06","-9.6","-4.52","39.35","-12.58","5.03","16.09","175.38","113.04","90","Construction","Building Products - Miscellaneous","13.98","3"
"Advanced Energy Industries","AEIS","10430.29","274.26","641382","-12.97","-11.89","-22.07","54.77","20.56","21.37","14.77","389.05","135.25","1","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10","1"
"Advanced Micro Devices","AMD","791477.25","485.39","26569746","-10.06","-6.26","18.83","77.77","108.6","34.34","20.1","580.91","151.14","20","Computer and Technology","Computer - Integrated Systems","13.37","2"
"Aebi Schmidt Holding AG","AEBI","1005.25","12.97","305150","-3.06","7.28","10.67","58.56","-5.63","40.58",".48","15.61","9.24","90","Auto-Tires-Trucks","Automotive - Domestic",".48","3"
"Aehr Test Systems","AEHR","2507.53","76.87","3257164","-13.15","9.88","-15.77","60.19","250.42","-15.21","1.82","116.58","16.84","11","Computer and Technology","Electronics - Measuring Instruments","-14.25","1"
"AerSale","ASLE","290.61","6.15","329288","-.49","-6.39","-16.1","7.77","-20.39","-2.83","5.45","9","5.91","69","Aerospace","Aerospace - Defense Equipment","3.06","3"
"Aercap","AER","25510.42","152.87","959298","2.89","3.4","2.95","95.88","-2.13","6.5","35.97","154.83","107.25","163","Transportation","Transportation - Equipment and Leasing","37.85","1"
"AeroVironment","AVAV","7417.62","146.57","1476749","-7.66","-23.22","-12.85","3.62","-44.23","140.89","8.18","409.83","136.68","69","Aerospace","Aerospace - Defense Equipment","-9","3"
"Aeva Technologies","AEVA","1037.65","16.46","1327876","2.24","-31.36","20.5","36.17","14.08","99.44","-482.33","29.29","9.19","153","Auto-Tires-Trucks","Automotive - Original Equipment","-693.94","4"
"Affirm","AFRM","24531.32","73.25","3508547","2.86","-13.4","8.74","61.87","-9.42","39.66","9.63","92.18","42.53","88","Computer and Technology","Internet - Software","9.63","2"
"Aflac","AFL","64824.32","127.36","1780320","2.43","5.36","12.11","93.04","6.3","-9.31","21.77","129.55","98.09","206","Finance","Insurance - Accident and Health","25.6","3"
"Agenus","AGEN","353.99","7.91","10853090","27.79","126.65","110.93","100","131.86","10.37","71.76","7.91","2.77","84","Medical","Medical - Biomedical and Genetics","50.49","3"
"Agilent Technologies","A","39176.14","138.71","2124856","-.74","6.14","16.91","60.63","-6.18","6.73","22.83","157.2","110.24","159","Medical","Medical - Products","19.55","2"
"Agilon Health","AGL","1614.16","96.75","300023","-3.51","-12.85","59.5","72.86","417.19","-2.11","-6.42","129.84","7.91","74","Medical","Medical Services","-6.09","3"
"Agios Pharmaceuticals","AGIO","1947.69","32.75","1138263","-9.73","-12.85","18.96","44.97","10.74","48.03","-418.24","45.49","22.34","84","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agree Realty","ADC","9417.27","78.41","1082625","-1.75",".77","2.72","70",".19","16.42","30.3","81.92","70.22","65","Finance","REIT and Equity Trust - Retail","28.84","3"
"Air Canada","ACDVF","5251.11","18.75","347868","15.88","8.19","29.22","100","23","-1.43","2.63","18.75","12.07","150","Transportation","Transportation - Airline","3.45","3"
"Air Products and Chemicals","APD","66848.75","300.2","1074644","2.01","-4.45","1.77","83.23","11.85","-.52","23.4","314.19","230.76","142","Basic Materials","Chemical - Diversified ","-.38","3"
"Airbnb","ABNB","91659.36","152.08","3215223","10.55","2.12","8.27","97.52","3.13","10.26","19.9","153.11","111.54","90","Consumer Discretionary","Leisure and Recreation Services","19.9","3"
"Airbus SE - Unsponsored ADR","EADSY","186536.42","59.11","457006","1.76",".99","11.34","73.64","-6.07","10.85","7.71","64.09","45.2","69","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","16537.6","113.75","3330060","-3.08",".51","-2.52","47.7","19.99","5.44","24.13","161.14","70.53","176","Computer and Technology","Internet - Services","10.2","3"
"Alamos Gold","AGI","11887.93","28.4","4055672","-3.34","-10.07","-32.97","13.21","-32.25","34.29","38.71","55.33","24.3","233","Basic Materials","Mining - Gold","52.64","4"
"Alarm.com","ALRM","2681.75","54.22","414227","7.37","9.12","15.36","70.99","-2.19","7.59","14.46","59.16","42.13","149","Industrial Products","Security and Safety Services","12.36","2"
"Alaska Air Group","ALK","5263.9","47.24","3144496","5.56","-7.54","16.38","43.98","-13.56","21.34","-.82","63.86","34.19","150","Transportation","Transportation - Airline","-1.19","3"
"Albemarle","ALB","13887.98","117.76","1922195",".73","-13.13","-40.63","34.02","-23.37","-4.37","7.53","215.62","67.3","142","Basic Materials","Chemical - Diversified ","-5","3"
"Alcon","ALC","34430.24","69.61","2215218","3.57","-.07","8.97","25.8","-18.71","4.94","14.89","91.44","62.02","153","Medical","Medical - Instruments","7.7","3"
"Algonquin Power & Utilities","AQN","4603.09","5.98","3892090","-.17","9.12","-4.78","37.89","-10.51","4.92","10.05","6.98","5.37","168","Utilities","Utility - Electric Power","6.62","4"
"Alibaba","BABA","278826.59","116.32","11328044","1.98","20.99","-17.5","22.75","-26.96","8.09","6.13","189.34","94.81","189","Retail-Wholesale","Internet - Commerce","10.31","4"
"Alight","ALIT","488.27","18.27","677075","-.05","28.12","4.96","8.38","-56.88","-3","11.08","110.8","9.8","88","Computer and Technology","Internet - Software","-137.5","3"
"Align Technology","ALGN","12419.3","173.41","876615","3.07","-6.02","2.98","59.97","2.21",".9","19.3","205.81","124.88","80","Medical","Medical - Dental Supplies","9.99","4"
"Alignment Healthcare","ALHC","3847.32","18.61","4278773","-6.95","-21.81","1.97","53.44","-13.27","46.06",".89","24.56","11.78","74","Medical","Medical Services",".89","3"
"Alkami Technology","ALKT","1906.01","17.81","1223138","9.4","-6.36","2.18","26.77","-28.95","32.89","8.23","26.62","14.59","88","Computer and Technology","Internet - Software","-9.21","3"
"Alkermes","ALKS","8393.2","50.03","1721769","-5.55","-8.34","41.33","81.93","64.57","-5.25","5.67","55.22","26.49","84","Medical","Medical - Biomedical and Genetics","3.96","3"
"Allegiant","ALGT","1825.48","99.01","433888","4.79","-16.57","20.48","71.64","6.87","3.74","4.02","119.16","48.12","150","Transportation","Transportation - Airline","-1.3","2"
"Allegion","ALLE","13355.88","157.06","1415514","1.61","11.72","14.8","58.04","-9.21","7.82","17","179.77","125.65","149","Industrial Products","Security and Safety Services","15.36","3"
"Allegro MicroSystems","ALGM","7722.51","41.45","2559897","-17.22","-25.3","-13.52","39.83","44.62","22.77","13.38","69.62","22.8","47","Computer and Technology","Electronics - Semiconductors","1.5","3"
"Alliant Energy","LNT","18309.26","70.89","2249767","-4.74","-9.15","-1.12","50.45",".36","9.57","18.65","78.03","63.62","168","Utilities","Utility - Electric Power","18.45","3"
"Allison Transmission Holdings","ALSN","9574.13","115.44","820042","-3.51","-.8","-6.16","63.76","8.53","-6.67","18.92","136","79.27","153","Auto-Tires-Trucks","Automotive - Original Equipment","14.88","3"
"Allstate","ALL","68314.37","265.38","1549679","4.27","6.01","24.2","89.32","17.34","5.58","16.48","274.39","190","146","Finance","Insurance - Property and Casualty","17.81","3"
"Ally Financial","ALLY","13226.6","43.48","3096806","-1.11","-4.06","-.71","66.61","-11.64","-3.26","17.86","47.25","35.96","79","Finance","Financial - Consumer Loans","16.75","4"
"Almonty Industries Inc.","ALM","3362.23","11.67","6078921","-17.7","-25.72","-41.12","41.25","21.92","10.56","-49.16","23.42","3.42","204","Basic Materials","Mining - Miscellaneous","-262.29","2"
"Alnylam Pharmaceuticals","ALNY","27434.16","205.48","1938647","-23.54","-34.31","-30.56","0","-52.44","65.19","22.7","491.22","205.48","84","Medical","Medical - Biomedical and Genetics","15.26","3"
"Alpha and Omega Semiconductor","AOSL","931.11","31.11","622612","-7.99","-16.17","-16.91","38.05","44.54","5.92","-1.2","53.32","17.47","47","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"Alphabet","GOOG","4080906.25","333.68","18630158","4.82","-6.32","-15.59","68.74","-2.13","15.09","63.76","399.04","189.95","176","Computer and Technology","Internet - Services","54.77","2"
"Alphabet","GOOGL","4080661.75","333.66","27690746","5.03","-7.29","-16.16","67.7","-1.89","15.09","63.76","402.62","189.13","176","Computer and Technology","Internet - Services","54.77","2"
"Alphatec","ATEC","1485.6","9.66","1975706","17.66","8.3","24.65","17.02","-57.74","24.95","2.1","22.68","6.99","153","Medical","Medical - Instruments","-15.93","3"
"Altria Group","MO","113452.41","67.94","7322830","-5.74","-6.56","-1.59","65.45","8.45","-3.08","45.6","74.92","54.72","225","Consumer Staples","Tobacco","33.99","2"
"Amazon.com","AMZN","2533299.25","235.5","39098780",".79","-2.95","-13.15","48.18","-6.1","12.38","10.29","274.99","198.79","189","Retail-Wholesale","Internet - Commerce","17.44","3"
"Ambarella","AMBA","3250.19","74.09","1570963","5.08","-5.45","-.24","54.29","-3.74","37.15","7.13","95.51","48.65","47","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ambiq Micro, Inc.","AMBQ","1351.59","63.23","510512","-15.43","-23.68","66.39","59.76","104.2","-4.67","-25.35","90.48","22.76","47","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","20874.91","45.15","3220479","5.91",".33","13.1","60.91","-.35","10.04","7.67","50.58","36.69","202","Industrial Products","Containers - Paper and Packaging","3.06","4"
"Amdocs","DOX","5967.45","55.28","1241930","8.71","6.82","-15.14","13.68","-36.8","-9.43","16.89","89.41","49.87","90","Computer and Technology","Computers - IT Services","11.81","2"
"Amentum Holdings, Inc.","AMTM","5308.99","21.73","1699659","-1.27","2.31","-11.52","9.4","-31.03","71.59","4","37.53","20.09","73","Construction","Engineering - R and D Services","1.04","3"
"Amer Sports, Inc.","AS","19993.82","36.1","3494377","8.41","3","-1.07","52.82","-11.04","26.68","8.74","41.96","29.54","70","Consumer Discretionary","Leisure and Recreation Products","6.5","3"
"Amerant Bancorp","AMTB","1165.3","29.61","418576","14.55","16.71","26.65","93.01","39.69","11.65","18.25","30.58","16.7","46","Finance","Banks - Southeast","8.83","1"
"Ameren","AEE","30096.74","108.75","1319599","-3.99","-5.45","-.02","54.58",".23","15.43","16.88","118.32","97.25","168","Utilities","Utility - Electric Power","17.86","2"
"Ameresco","AMRC","1093.98","20.66","472519","-12.35","-18.66","-30.41","17.51","-35.08","9.16","1.85","43.23","15.87","144","Oils-Energy","Alternative Energy - Other","1.59","2"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","76086.6","25.32","1687677","-2.43","-1.56","-5.35","75.18","12.74","3.21","9.38","27.75","17.96","82","Computer and Technology","Wireless Non-US ","9.38","2"
"American Airlines","AAL","10214.2","15.43","118309760","13.83","-13.9","17.07","65.87","-7.36",".78","-.3","18.15","10.18","150","Transportation","Transportation - Airline","-.56","3"
"American Assets Trust","AAT","1475.22","24.03","370409","-.87","-5.8","13.83","77.5","16.83","-4.73","4.09","25.85","17.76","65","Finance","REIT and Equity Trust - Retail","4.09","2"
"American Eagle Outfitters","AEO","2900.69","17.31","4003394","1.35","5.16","4.03","37.65","-39.58","3.16","6.08","28.19","10.74","56","Retail-Wholesale","Retail - Apparel and Shoes","5.01","3"
"American Electric Power","AEP","69525.73","127.78","3785554","-5.29","-7.75","-3.02","66.17","1.99","10.93","14.19","138.69","106.44","168","Utilities","Utility - Electric Power","13.78","3"
"American Express","AXP","227930.56","337.52","3078270","-.97","-4.1","5.91","48.86","-16.03","9.52","15.07","384.89","292.27","179","Finance","Financial - Miscellaneous Services","15.07","3"
"American Financial Group","AFG","11773.3","141.7","397857",".38","-.74","7.59","73.34","-4.58","-1.8","11.49","148.71","122.42","146","Finance","Insurance - Property and Casualty","10.76","3"
"American Healthcare REIT, Inc.","AHR","10740.41","55.73","2392982","-1.15","1.25","12.36","89.9","9","9.15","4.24","57.72","38.01","62","Finance","REIT and Equity Trust - Other","4.23","2"
"American Homes 4 Rent","AMH","11975.38","33.21","1828979",".3","-2.55","2.44","66.78","-4.78","7.03","25.53","36.11","27.38","67","Finance","REIT and Equity Trust - Residential","25.53","3"
"American International Group","AIG","41827.96","78.89","3174048",".93","-.63","3.22","47.62","-15.13","-1.75","16.14","86.59","71.89","168","Finance","Insurance - Multi line","11.86","3"
"American Public Education","APEI","910.39","49.63","330317","3.01","-12.5","-9.29","65.79","20.84","3.89","6.13","60.86","28.03","90","Consumer Discretionary","Schools","6.13","2"
"American Superconductor","AMSC","1427.21","29.45","732783","-10.76","-20.64","-44.66","8.59","-5.82","34.26","52.85","66.68","25.95","67","Computer and Technology","Electronics - Miscellaneous Components","44.73","3"
"American Tower","AMT","81279.71","174.46","2977695","5.96","5.08","-2.95","23.48","-8.54","5.11","31.08","214.71","162.11","62","Finance","REIT and Equity Trust - Other","31.08","3"
"American Water Works","AWK","27188.11","136.81","2060429","1.79","-.04","8.41","60.61","-3.51","9.74","21.46","147","121.13","210","Utilities","Utility - Water Supply","21.35","3"
"Americold Realty Trust","COLD","4125.53","14.46","4004914","2.55","-10.96","-3.41","66.77","3.49","-2.43","-4.29","16.62","10.12","62","Finance","REIT and Equity Trust - Other","-4.29","4"
"Ameriprise Financial","AMP","48945.37","544.46","593907","4.68","11.31","18.66","98.14","2.2","7.04","21.38","546.62","430.4","62","Finance","Financial - Investment Management","20.24","1"
"Ameris Bancorp","ABCB","5892.81","87.57","471591","-1.78","-2.83","1.44","79.46","8.52","-.36","34.33","93.17","65.91","46","Finance","Banks - Southeast","21.98","4"
"Amgen","AMGN","209212.53","387.64","2251548","4.34","3.61","17.79","95.52","9","9.95","32.21","393.1","271.18","84","Medical","Medical - Biomedical and Genetics","20.96","3"
"Amkor Technology","AMKR","11990.32","48.26","5937545","-26.13","-30.71","-33.22","36.92","12.51","6.18","7.45","93.55","21.75","47","Computer and Technology","Electronics - Semiconductors","7.45","1"
"Amneal Pharmaceuticals","AMRX","5901.92","18.5","1760045","2.95","7.87","34.84","94.68","35.14","8.05","9.98","19.1","7.82","86","Medical","Medical - Drugs","5.05","3"
"Amphenol","APH","196616.09","159.82","6479093","1.52","-2.9","16.98","77.09","8.85","51.71","19.17","176.32","104.31","90","Computer and Technology","Electronics - Connectors","17.73","1"
"Amplitude","AMPL","894.3","8.61","1816737","6.96","-2.6","45.69","41.84","-31.57","14.68","1.83","12.78","5.61","141","Business Services","Technology Services","-25.11","3"
"Amprius Technologies, Inc.","AMPX","1341.21","9.47","5730813","-4.44","-23.51","-41.22","18.79","10.47","202.11","-19.03","22.91","6.36","141","Business Services","Technology Services","-43.98","3"
"Amrize Ltd","AMRZ","27432.87","49.6","2599414","2.59","-7.53","-7.24","15.36","-15.59",".95","10.67","65.86","46.65","90","Construction","Building Products - Miscellaneous","9.7","4"
"Amtech Systems","ASYS","215.3","14.79","366834","-14.26","-21.33","-18.78","52.97","8.47","-21.59","5.31","23.99","4.43","8","Computer and Technology","Semiconductor - General","3.11","3"
"Analog Devices","ADI","178600.2","366.67","3760816","-3.56","-2.78","-10.24","64.94","24.44","16.89","38.18","445.48","220.68","26","Computer and Technology","Semiconductor - Analog and Mixed","26.01","2"
"AnaptysBio","ANAB","1629.65","55.04","757605",".24","-13.21","-17.8","70.13","4.49","157.01","-11.53","70.22","19.4","84","Medical","Medical - Biomedical and Genetics","-11.53","3"
"Angi","ANGI","228.94","5.66","505373","4.43","-6.6","8.02","6.23","-59.71","-13.04","1.93","18.9","4.78","150","Computer and Technology","Internet - Content","1.93","3"
"AngioDynamics","ANGO","610.48","14.77","535050","9.9","12.83","31.06","100","5.87","9.46","-3.13","14.77","8.4","153","Medical","Medical - Instruments","-11.48","4"
"AnheuserBusch InBev","BUD","173937.5","86.14","1727887","7.03","5.91","7.34","100","23.8","-.75","13.05","86.14","57.1","223","Consumer Staples","Beverages - Alcohol","14.9","3"
"Annaly Capital Management","NLY","17395.73","23.08","6715008","3.45","2.31","3.13","68.5","-5","23.12","144.68","24.4","20.21","144","Finance","REIT and Equity Trust","43.66","1"
"Anterix","ATEX","1824.67","93.58","352547","-6.81","-11","75.87","83.79","294.55","7.79","-398.86","108.21","17.99","90","Computer and Technology","Communication - Infrastructure","1394.17","3"
"Antero Midstream","AM","10229.22","21.55","1887930","-6.35","-4.05","1.46","69.03","11.49","7.43","32.41","23.6","16.98","189","Oils-Energy","Oil and Gas - Integrated - United States","32.41","3"
"Antero Resources","AR","10852.6","35.3","4454325",".66","-.23","-2.94","35.54","-5.72","21.97","12.58","45.15","29.87","217","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.68","4"
