Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Arch Capital Group","ACGL","34460.29","98.63","1676233",".09","3.91","6.37","75.85","-6.13","14.27","21.73","103.06","84.72","152","Finance","Insurance - Property and Casualty","24.64","3"
"Acadia Healthcare","ACHC","3198.61","34.78","3449564","7.78","39.34","23.07","96.53","123.74","5.04","5.31","35.61","11.68","222","Medical","Medical - Hospital","-32.84","3"
"Albertsons Companies","ACI","7150.77","14.6","6379327",".27","3.33","-11.41","15.65","-22.38","3.46","1.45","20.8","13.45","190","Consumer Staples","Consumer Products - Staples",".26","3"
"American Coastal Insurance Corporation","ACIC","481.73","9.94","305730","-1.88","-9.22","-16.12","1.59","-28.16","13.07","30.81","13.03","9.89","152","Finance","Insurance - Property and Casualty","31.32","5"
"ACI Worldwide","ACIW","5561.9","54.71","1131125","-4.08","17.93","25.48","80.4","4.46","10.38","17.1","58.67","38.47","95","Computer and Technology","Computer - Software","11.51","2"
"Axcelis Technologies","ACLS","4362.68","141.95","582008","-2.11","-15.96","6.24","59.93","61.29","-17.57","16.89","191.6","67.69","30","Computer and Technology","Electronics - Manufacturing Machinery","11.93","3"
"AECOM","ACM","8671.44","67.47","1569557","-2.05","-3.39","-17.68",".9","-35.39",".21","9.55","134.35","66.86","95","Construction","Engineering - R and D Services","3.16","4"
"ACM Research","ACMR","5480.97","89.51","1432540","-2.66","-11.9","83.99","63.7","107.12","15.24","10.75","126.89","23.92","95","Computer and Technology","Semiconductor Equipment - Material Services","9.48","3"
"Accenture","ACN","93553.62","140.09","9467009","2.24","8.47","-22.28","9.54","-52.34","7.36","11.72","288.54","124.44","64","Computer and Technology","Computers - IT Services","10.66","4"
"Aclaris Therapeutics","ACRS","784.91","5.62","2067033",".36","17.33","25.73","97.85","70.44","-58.19","-832.58","5.71","1.53","93","Medical","Medical - Drugs","-832.58","3"
"Enact Holdings","ACT","6389.53","45.77","344916","1.94","3.43","3.6","93.57","5.4","2.83","54.87","46.55","34.42","165","Finance","Insurance - Multi line","54.49","4"
"ACV Auctions","ACVA","1340.81","7.68","3228893","2.95","16.36","47.13","31.83","-12.58","19.22","3.8","15.24","4.15","209","Business Services","Auction and Valuation Services","-7.97","3"
"Array Digital Infrastructure Inc.","AD","2998.94","34.71","340391","-.14","-4.25","-27.52","1.72","-40.91","-95.68","31.34","77.01","33.97","202","Computer and Technology","Wireless National","19.32","2"
"Adamas Trust, Inc.","ADAM","789.88","8.79","819821","-4.97","-5.69","13.42","77.36","9.92","50.01","75.85","9.51","6.33","190","Finance","REIT and Equity Trust","24.14","3"
"Adobe","ADBE","86798.1","218.36","5610367","-2.76","11.09","-10.35","13.9","-43.05","10.53","37.44","372.87","193.41","95","Computer and Technology","Computer - Software","28.69","3"
"Agree Realty","ADC","9634.65","80.22","1011612","3.32","6.51","5.07","85.47","1.67","16.42","30.76","81.92","70.22","72","Finance","REIT and Equity Trust - Retail","29.25","3"
"ADEIA INC","ADEA","3008.81","27.28","1501435","-1.41","-9.25","-11.11","70.99","44.36","17.91","43.5","33.63","11.74","91","Business Services","Technology Services","26.5","3"
"Analog Devices","ADI","188371.17","386.73","4380369","-1.08","-6.4","-.66","73.87","30.17","16.89","38.18","445.48","220.68","20","Computer and Technology","Semiconductor - Analog and Mixed","26.01","2"
"Archer Daniels Midland","ADM","42084.44","87.32","3064272","6.1","16.3","17.57","100","38.65","-6.15","2.07","87.32","53.85","165","Consumer Staples","Agriculture - Operations","1.34","2"
"ADMA Biologics","ADMA","1942.26","8.38","2937972","-3.46","-3.68","-20.94","6.1","-58.06","19.63","33.27","20.38","7.6","93","Medical","Medical - Biomedical and Genetics","32.43","5"
"Adient","ADNT","1619.24","20.65","1051673","3.61","1.87","-1.34","30.68","-1.67","-1.04","1","27.09","17.8","157","Auto-Tires-Trucks","Automotive - Original Equipment",".39","3"
"Automatic Data Processing","ADP","97183.4","243.12","2529213","-1.76","10.58","13.05","44.48","-13.72","7.07","20.16","310.94","188.79","152","Computer and Technology","Internet - Software","20.12","3"
"Adaptive Biotechnologies","ADPT","3512.98","21.95","2892827","-4.15","13.49","62.23","92.35","23.38","54.77","-28.24","22.92","10.24","93","Medical","Medical - Biomedical and Genetics","-16.82","3"
"Autodesk","ADSK","42938.5","203.5","2315038","-2.62","5.65","-13.72","11.35","-37.24","17.53","31.67","326.79","187.72","152","Computer and Technology","Internet - Software","19.49","3"
"ADT","ADT","5059.41","6.9","7755965","1.92","5.34","-3.77","23.53","-21.95","4.72","14.71","8.85","6.3","158","Industrial Products","Security and Safety Services","12.12","3"
"ADTRAN Holdings, Inc.","ADTN","851.18","10.45","1800430","-12.04","-25.14","-37.76","26.34","9.77","17.46","2.19","19.4","7.25","46","Computer and Technology","Communication - Components","-3.18","3"
"Aebi Schmidt Holding AG","AEBI","1034.71","13.35","332497","6.04","4.54","19.73","64.52","-3.66","40.58",".48","15.61","9.24","95","Auto-Tires-Trucks","Automotive - Domestic",".48","3"
"Ameren","AEE","30998.95","112.01","1755298",".57","-1.16",".65","70.05","2.39","15.43","16.19","118.32","97.25","152","Utilities","Utility - Electric Power","17.17","2"
"Aehr Test Systems","AEHR","2942.14","93.54","3046368","6.55","-1.74","14.34","76.99","322.93","-15.21","1.82","116.58","16.45","8","Computer and Technology","Electronics - Measuring Instruments","-14.25","1"
"Advanced Energy Industries","AEIS","12067.51","317.31","912483","5.11","-11.76","-12.2","71.73","38.35","21.37","14.77","389.05","135.25","30","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10","3"
"Agnico Eagle Mines","AEM","74636.84","147.05","2476071","3.39","-4.18","-19.89","18.82","-20.82","43.71","37.8","252.19","122.67","232","Basic Materials","Mining - Gold","39.46","5"
"American Eagle Outfitters","AEO","2986.16","17.82","4419809","2.36","-3.68","4.09","43.24","-38.31","3.16","6.08","28.19","9.92","58","Retail-Wholesale","Retail - Apparel and Shoes","5.01","3"
"American Electric Power","AEP","72404.05","133.07","4623596",".43","-1.4","-1.02","82.57","5.35","10.93","14.52","138.69","106.44","152","Utilities","Utility - Electric Power","16.29","2"
"Aercap","AER","25133.28","150.61","963529","1.91","1.84","9.05","91.13","-4.36","6.5","33.58","154.83","107.25","172","Transportation","Transportation - Equipment and Leasing","45.22","2"
"AES","AES","10597.52","14.86","8367911",".34","1.23","2.84","49.27","-5.4","-.37","15.68","17.28","12.51","152","Utilities","Utility - Electric Power","10.78","3"
"Atlas Energy Solutions Inc.","AESI","1817.38","14.55","2659021","1.68","-7.62","-15.41","55.37","41","3.73","-8.5","19.75","8.1","205","Oils-Energy","Oil and Gas - Integrated - United States","-9.29","3"
"Aeva Technologies","AEVA","1055.93","16.75","1843358","-10.31","-16.42","13.64","37.61","15.14","99.44","-482.33","29.29","9.19","157","Auto-Tires-Trucks","Automotive - Original Equipment","-693.94","4"
"American Financial Group","AFG","11666.12","140.41","438834","1.83","1.58","8.49","68.43","-6.22","-1.8","11.49","148.71","122.42","152","Finance","Insurance - Property and Casualty","10.76","3"
"Aflac","AFL","62900.36","123.58","1907213","2.12","4.95","6.34","95.72","2.3","-9.31","21.77","124.72","98.09","69","Finance","Insurance - Accident and Health","25.6","3"
"Affirm","AFRM","24754.03","73.915","3897981","-9.54","-4.82","16.44","63.21","-9.35","39.66","9.63","92.18","42.53","152","Computer and Technology","Internet - Software","9.63","3"
"First Majestic Silver","AG","8534.32","17.31","9368643","2.79","7.78","-8.65","39.21","-5.15","124.25","23.28","32.01","7.83","192","Basic Materials","Mining - Silver","19.51","2"
"AGCO","AGCO","8492.07","117.28","655053","2.08","2.36","2.49","42.48","2.63","-13.55","4.15","140.49","100.14","30","Industrial Products","Manufacturing - Farm Equipment","7.43","3"
"Agenus","AGEN","247.48","5.53","10656662","10.38","89.38","44.01","77.1","60.77","10.37","71.76","6.35","2.77","93","Medical","Medical - Biomedical and Genetics","50.49","3"
"Alamos Gold","AGI","12783.71","30.54","4023380","5.24","1.46","-25.39","20.11","-27.74","34.29","36.63","55.33","24.3","232","Basic Materials","Mining - Gold","51.24","4"
"Agios Pharmaceuticals","AGIO","2143.95","36.05","1163672","-9.58","-.63","28.52","59.22","20.9","48.03","-639.84","45.49","22.34","93","Medical","Medical - Biomedical and Genetics","-639.84","3"
"Agilon Health","AGL","2000.05","119.88","318908","-3.55","12.08","329.83","91.83","535.59","-2.11","-6.42","129.84","7.91","91","Medical","Medical Services","-6.09","3"
"AGNC Investment","AGNC","12305.8","10.72","17752668","-5.3","2.19","-2.28","50.68","-8.71","19.46","186.81","12.17","9.23","190","Finance","REIT and Equity Trust","57.94","3"
"Assured Guaranty","AGO","3733.59","84.46","310847","2.39","7.83","3.39","59.33","-14.21","27.29","48.95","92.18","73.2","165","Finance","Insurance - Multi line","40.45","3"
"Adecoagro","AGRO","1612.54","11.31","633781","10.34","24.15","-21.57","51.48","30.19","-6","-2.59","15.25","7.13","165","Consumer Staples","Agriculture - Operations",".95","3"
"Argan","AGX","8556.65","610.35","330044",".18","-16.65","-3.13","68.35","77.83","8.06","15.48","798.55","203.84","156","Construction","Building Products - Miscellaneous","15.48","1"
"Agilysys","AGYS","2736.37","97.04","348648","-8.89","5.12","47.63","44.15","-25.46","15.85","15.9","141.12","62.19","17","Computer and Technology","Computer - Integrated Systems","12.15","1"
"AdaptHealth","AHCO","1478.75","10.88","1328025","2.74","8.47","-16.82","46.81","-.28","-.49","1.9","13.38","8.68","169","Medical","Medical - Products","-2.42","3"
"American Healthcare REIT, Inc.","AHR","11000.59","57.08","4180051","5.33","13.93","13.68","97.47","10.72","9.15","4.24","57.6","37.01","56","Finance","REIT and Equity Trust - Other","4.23","2"
"AH Realty Trust Inc","AHRT","704.99","7","715016","-.85","2.94","16.28","76.76","-3.47","-59.74","2.31","7.56","5.15","56","Finance","REIT and Equity Trust - Other","-6.87","3"
"C3.ai","AI","1273.13","8.19","5244336","-10.39","-12.12","-7.56","2.01","-44.54","-35.67","-75.79","29.16","7.76","64","Computer and Technology","Computers - IT Services","-187.95","3"
"American International Group","AIG","41488.63","78.25","4049244","1.91","2.77","6.04","43.26","-16.5","-1.75","16.14","86.59","71.89","165","Finance","Insurance - Multi line","11.86","3"
"Arteris","AIP","1548.15","33.53","939201","2.6","-18.28","24.05","62.35","97.47","22.27","-14.23","48.59","8.59","152","Computer and Technology","Internet - Software","-44.92","3"
"AAR","AIR","5073.92","127.6","556875","-5.99","-4.02","20.73","77.73","40.69","18.97","5.89","143.61","71.73","72","Aerospace","Aerospace - Defense Equipment","5.67","1"
"AIRO Group Holdings, Inc.","AIRO","224.84","7.15","450771","6.08","1.71","-4.67","6.52","-20.21","4.57","-19.98","25.79","5.85","76","Aerospace","Aerospace - Defense","-19.98","2"
"Assurant","AIZ","13533.94","273.15","328739","-.28","3.54","17.38","92.72","3.53","7.89","8.85","280.11","184.56","165","Finance","Insurance - Multi line","7.6","3"
"Arthur J. Gallagher & Co.","AJG","62298.25","242.5","1568199","-2.13","9.85","14.49","41.01","-14.46","22.29","20.24","315.14","192","165","Finance","Insurance - Brokerage","10.76","3"
"Akamai Technologies","AKAM","18071.41","124.3","3616417","3.57","4.03","24.55","59.34","30.05","5.44","24.13","161.14","70.53","95","Computer and Technology","Internet - Services","10.2","3"
"Acadia Realty Trust","AKR","2978.77","22.31","1488598","4.3","2.15","3.05","90.53","-.85","14.2","9.77","22.72","18.39","72","Finance","REIT and Equity Trust - Retail","9.77","3"
"Astera Labs, Inc.","ALAB","56718.02","330.895","4628137","-5.63","-17.26","68.1","60.26","81.57","115.13","38.05","483.02","100.27","152","Computer and Technology","Internet - Software","26.72","3"
"Albemarle","ALB","13851.42","117.45","2273390","-5.84","-20.56","-38.47","33.81","-24.2","-4.37","7.53","215.62","67.3","95","Basic Materials","Chemical - Diversified ","-5","3"
"Alcon","ALC","33312.41","67.35","2068584","-1.68","-.85","-7.5","17.65","-21.99","4.94","14.89","92.22","62.02","162","Medical","Medical - Instruments","7.7","3"
"Allegro MicroSystems","ALGM","9291.23","49.87","3401094","-.32","-10.01","13.16","57.82","72.57","22.77","11.24","69.62","22.8","55","Computer and Technology","Electronics - Semiconductors","-1.67","3"
"Align Technology","ALGN","12351.26","172.46","922526","-4.85",".91","-3.33","57.81",".82",".9","19.31","207.19","124.88","95","Medical","Medical - Dental Supplies","10.5","3"
"Allegiant","ALGT","1812.02","98.28","591777","-8.79","-8.42","31.9","70.61","5.21","3.74","4.02","119.16","48.12","74","Transportation","Transportation - Airline","-1.3","2"
"Alignment Healthcare","ALHC","4293.86","20.77","4683419","-.76","-4.24","-4.37","70.67","-4","46.06",".47","24.56","11.64","91","Medical","Medical Services",".47","3"
"Alight","ALIT","516.6","19.33","1105339","-11.13","68.73","28.85","9.04","-54.76","-3","11.08","115.2","9.8","152","Computer and Technology","Internet - Software","-137.5","3"
"Alaska Air Group","ALK","4942.99","44.36","3169615","-7.35","-13.96","15.79","34.28","-19.49","21.34","-.82","63.86","34.19","74","Transportation","Transportation - Airline","-1.19","3"
"Alkermes","ALKS","8763.81","52.58","2046580","1.15","4.22","55.98","90.93","71.54","-5.25","11.59","55.22","26.13","93","Medical","Medical - Biomedical and Genetics","9.78","3"
"Alkami Technology","ALKT","1763.68","16.48","1888793","-7","3.32",".37","13.87","-34.79","32.89","8.9","28.22","14.59","152","Computer and Technology","Internet - Software","-10.55","3"
"Allstate","ALL","64826.31","251.83","1655502","5.16","7.83","18.6","93.05","10.44","5.58","16.48","256.45","190","152","Finance","Insurance - Property and Casualty","17.81","2"
"Allegion","ALLE","12026.72","139.95","1272864","3.04","4.44","1.88","26.42","-19.76","7.82","16.82","179.77","125.65","158","Industrial Products","Security and Safety Services","15.24","3"
"Allot","ALLT","377","7.75","321438","-9.78","6.6","7.19","28.57","-28.03","10.63","12.54","11.5","6.25","152","Computer and Technology","Internet - Software","5.68","3"
"Ally Financial","ALLY","13692.38","44.67","3089236","-3.6","-1.95","1.96","77.15","-9.96","-3.26","17.86","47.25","35.96","162","Finance","Financial - Consumer Loans","16.75","3"
"Almonty Industries Inc.","ALM","4117.08","14.29","6173583","2","-13.18","-27.72","54.35","48.07","10.56","-49.16","23.42","3.42","201","Basic Materials","Mining - Miscellaneous","-262.29","2"
"Aeluma, Inc.","ALMU","293.07","16.01","527704","-2.38","-23.85","-16.48","25.43","-14.88","407.62","-39.4","31.49","10.73","55","Computer and Technology","Electronics - Semiconductors","-115.57",""
"Alnylam Pharmaceuticals","ALNY","35646.52","266.99","1502913","-4.35","-9.21","-11.36","0","-38.71","65.19","20.6","491.22","266.99","93","Medical","Medical - Biomedical and Genetics","11.72","3"
"Alarm.com","ALRM","2499.74","50.54","502478","-3.27","13.65","13.73","49.38","-9.57","7.59","14.46","59.16","42.13","158","Industrial Products","Security and Safety Services","12.36","2"
"Allison Transmission Holdings","ALSN","9874.36","119.06","1516709","4.17","-.52","-7.78","70.14","11.02","-6.67","18.92","136","79.27","157","Auto-Tires-Trucks","Automotive - Original Equipment","14.88","3"
"Alto Ingredients","ALTO","393.24","5.075","2811968","-2.22",".5","-4.43","81.96","60.86","-4.9","2.47","5.99",".92","192","Consumer Discretionary","Consumer Products - Discretionary","3.2","3"
"Autoliv","ALV","8715.96","119.01","773908","-3.07",".09","5.03","59.55","-8.48","4.09","6.81","131.69","100.34","157","Auto-Tires-Trucks","Automotive - Original Equipment","5.79","4"
"Antero Midstream","AM","10853.29","22.85","2085285","1.92","3.16","4.43","88.86","17.25","7.43","33.9","23.6","16.87","205","Oils-Energy","Oil and Gas - Integrated - United States","33.9","4"
"Applied Materials","AMAT","439789.97","553.92","10800074","-4.4","-5.95","44.78","70.17","96.76","4.39","27.24","723","156.25","55","Computer and Technology","Electronics - Semiconductors","29.31","2"
"Ambarella","AMBA","3027.34","69.01","1906575",".19","9.56","4.66","43.45","-11.07","37.15","7.13","95.51","48.65","55","Computer and Technology","Electronics - Semiconductors","-17.19","2"
"Ambiq Micro, Inc.","AMBQ","1657.69","77.55","529914","-5.68","-4.47","123.17","80.91","148.39","-4.67","-25.35","90.48","22.76","55","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","19977.96","43.21","3088268","-.44","3.6","15.69","46.94","-5.41","10.04","7.67","50.58","36.69","186","Industrial Products","Containers - Paper and Packaging","3.06","3"
"AMC Global Media Inc.","AMCX","446.31","10.16","476127","-4.02","4.21","23","85.96","-2.58","-4.52","3.87","10.9","5.63","95","Consumer Discretionary","Media Conglomerates","2.28","3"
"Advanced Micro Devices","AMD","900629.63","552.33","26860884","4.38","6.27","63.84","93.35","135.43","34.34","20.1","580.91","151.14","17","Computer and Technology","Computer - Integrated Systems","13.37","2"
"AMETEK","AME","54341.74","237.09","940869","1.53",".73","4.05","92.56","5.42","6.63","23.23","241.94","176.76","30","Computer and Technology","Electronics - Testing Equipment","20.11","2"
"Amgen","AMGN","197560.22","366.05","2133525","2.16","4.16","8.29","81.1","2.09","9.95","32.21","388.16","271.18","93","Medical","Medical - Biomedical and Genetics","20.96","4"
"American Homes 4 Rent","AMH","11964.56","33.18","2010554","-.98","1.28","5.97","61.97","-5.64","7.03","25.27","36.74","27.38","88","Finance","REIT and Equity Trust - Residential","25.27","4"
"Amkor Technology","AMKR","16600.02","66.97","4456558","-.99","-19.08","-5.15","63.29","54.85","6.18","6.17","93.55","21.14","55","Computer and Technology","Electronics - Semiconductors","6.17","2"
"AMN Healthcare Services","AMN","1326.09","34.19","864529","5.69","7.79","61.58","92.36","98.04","-8.49","3.43","35.77","15.1","200","Business Services","Business - Services","-.95","3"
"Ameriprise Financial","AMP","47359.59","526.82","733673","-.09","14.29","10.82","83.77","-1.92","7.04","21.34","545.5","430.4","76","Finance","Financial - Investment Management","20.57","2"
"Amphastar Pharmaceuticals","AMPH","850.99","19.3","411446","-.52","-8.18","-10.77","17.43","-34.21","-1.65","19.32","30.81","16.87","209","Medical","Medical - Generic Drugs","11","3"
"Amplitude","AMPL","907.8","8.74","2249189","-9.34","27.97","21.73","42.13","-31.1","14.68","1.83","13.04","5.61","91","Business Services","Technology Services","-25.11","3"
"Amprius Technologies, Inc.","AMPX","1440.35","10.17","6552839","-10.32","-18.77","-50","23.02","17.67","202.11","-19.03","22.91","6.36","91","Business Services","Technology Services","-43.98","3"
"Ameresco","AMRC","1238.53","23.39","481195","-5.23","-15.5","-14.29","27.49","-27.1","9.16","1.85","43.23","15.87","152","Oils-Energy","Alternative Energy - Other","1.59","2"
"Amneal Pharmaceuticals","AMRX","5662.65","17.75","2146933","3.2","2.78","38.67","96.6","28.6","8.05","9.59","18.1","7.82","93","Medical","Medical - Drugs","4.01","3"
"Amrize Ltd","AMRZ","27410.75","49.56","2633965","-2.34","-9.11","-12.7","15.15","-16.34",".95","10.67","65.86","46.65","156","Construction","Building Products - Miscellaneous","9.7","4"
"American Superconductor","AMSC","1618.64","33.4","727327","-5.38","-18.24","-29.98","18.29","5.94","34.26","52.85","66.68","25.95","58","Computer and Technology","Electronics - Miscellaneous Components","44.73","3"
"American Tower","AMT","77366.2","166.06","3185249","-1.52","-4.81","-6.81","5.62","-13.66","5.11","26.81","232.35","162.11","56","Finance","REIT and Equity Trust - Other","26.81","3"
"Amerant Bancorp","AMTB","1001.58","25.45","367094","-1.2","3.16","11.28","90.21","19.08","11.65","18.53","26.4","16.7","75","Finance","Banks - Southeast","8.83","1"
"Amentum Holdings, Inc.","AMTM","5233.25","21.42","1860249","3.18","5.1","-15.47","7.63","-32.57","71.59","4","37.53","20.09","95","Construction","Engineering - R and D Services","1.04","2"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","78621.2","26.12","1255174",".04",".5","-.08","84.84","15.35","3.21","9.38","27.75","17","184","Computer and Technology","Wireless Non-US ","9.38","2"
"Amazon.com","AMZN","2633878.25","244.85","52269032","-3.97","4.52","-6.92","60.45","-3.17","12.38","10.44","274.99","198.79","158","Retail-Wholesale","Internet - Commerce","12.22","3"
"AutoNation","AN","6892.06","205.97","381923","1.19","5.71",".14","56.35","-8.94","3.24","2.73","227.18","178.59","172","Retail-Wholesale","Automotive - Retail and Whole Sales","2.47","3"
"AnaptysBio","ANAB","1557.7","52.61","843070","-5.75","-10.04","-15.61","65.35","-.94","157.01","-11.53","70.22","19.4","93","Medical","Medical - Biomedical and Genetics","-11.53","3"
"The Andersons","ANDE","2753.95","80.87","325848","7.54","14.46","4.21","100","38.84","-2.21","1.32","80.87","34.63","25","Basic Materials","Agriculture - Products","1.17",""
"Arista Networks","ANET","220196.73","174.87","7960270","1.72","8.12","3.67","84.33","21.83","28.6","41.61","186.96","109.78","152","Computer and Technology","Internet - Software","38.32","2"
"Abercrombie & Fitch","ANF","4267.22","96.04","1026318","-1.18","8.12","14.21","47.37","-30.35","6.42","8.8","129.85","65.61","58","Retail-Wholesale","Retail - Apparel and Shoes","9.34","3"
"Angi","ANGI","233.79","5.78","614459","-8.4","9.26","-19.05","7.08","-59.19","-13.04","1.93","18.9","4.78","184","Computer and Technology","Internet - Content","1.93","3"
"AngioDynamics","ANGO","571.21","13.82","540723","-4.49","6.72","29.64","89.29","-1.75","9.46","-3.13","14.47","8.4","162","Medical","Medical - Instruments","-11.48","4"
"ANI Pharmaceuticals","ANIP","1765.28","77.61","304468","-3.97","-6.18","-.46","40.21","-10.25","43.78","18.58","98.81","63.35","93","Medical","Medical - Biomedical and Genetics","9.98","3"
"Aon","AON","75249.56","352.33","1399572","-.79","8.25","9.25","65.76","-8.86","9.45","22.1","375.27","308.27","165","Finance","Insurance - Brokerage","22.54","3"
"Artivion","AORT","1220.38","25.14","701985","3.41","14.12","-27.43","18.31","-49.68","13.59","6.85","47.63","20.1","162","Medical","Medical - Instruments","2.55","3"
"A. O. Smith","AOS","8180.13","59.35","1640127","-1.59","-1.38","-6.8","14.46","-18.99",".32","13.84","80.47","55.78","95","Industrial Products","Manufacturing - Electronics","13.84","4"
"Alpha and Omega Semiconductor","AOSL","1040.05","34.75","655504","-1.7","-17.22","-13.26","48.2","60.13","5.92","-1.2","53.32","17.47","55","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"APA","APA","12786.03","36.18","4923779","5.57","8.57","-10.27","68.82","35.03","-5.31","16.52","44.39","18.06","208","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.38","4"
"Artisan Partners Asset Management","APAM","3141.25","38.98","921651","-.69","11.85","6.42","34.86","-12.66","7.64","26.43","48.34","33.97","76","Finance","Financial - Investment Management","23.49","5"
"Air Products and Chemicals","APD","66136.16","297","1319028","1.13","6.55","-1.82","79.4","9.76","-.52","22.98","314.19","230.76","95","Basic Materials","Chemical - Diversified ","16.91","3"
