Date,ETF,Open,High,Low,Close,Volume
2025-08-20,QQQ,568.33,568.45,558.84,565.9,76781100
2025-08-20,SPY,639.4,639.66,632.95,638.11,88890300
2025-08-21,DIA,447.72,449.07,445.88,447.95,3780700
2025-08-21,IWM,224.41,226.32,223.78,225.97,24539400
2025-08-21,QQQ,564.35,566.49,560.98,563.28,46436900
2025-08-21,SPY,636.28,637.97,633.81,635.55,54805800
2025-08-22,DIA,450.42,457.87,450.29,456.64,8534700
2025-08-22,IWM,227.37,235.42,227.18,234.83,58205500
2025-08-22,QQQ,564.67,573.99,563.27,571.97,51502100
2025-08-22,SPY,637.76,646.5,637.25,645.31,84083200
2025-08-25,DIA,455.64,456.19,453.03,453.07,3898200
2025-08-25,IWM,234.14,234.3,232.36,232.36,28453700
2025-08-25,QQQ,570.4,573.29,569.16,570.32,34044700
2025-08-25,SPY,644.04,645.29,642.35,642.47,51274300
2025-08-26,DIA,452.79,454.75,452.54,454.49,3190500
2025-08-26,IWM,232.83,234.87,232.59,234.28,25121500
2025-08-26,QQQ,569.83,572.92,568.8,572.61,34103000
2025-08-26,SPY,642.2,645.51,641.57,645.16,51581600
2025-08-27,DIA,454.28,456.64,454.21,456.03,2943900
2025-08-27,IWM,233.74,236.12,233.56,235.94,25395400
2025-08-27,QQQ,571.59,574.41,570.37,573.49,36927100
2025-08-27,SPY,644.57,647.37,644.42,646.63,48341100
2025-08-28,DIA,456.53,457.2,454.79,456.79,3576500
2025-08-28,IWM,236.96,236.97,235.35,236.22,25011200
2025-08-28,QQQ,574.11,578.0,572.46,577.08,46787900
2025-08-28,SPY,647.24,649.48,645.34,648.92,61519500
2025-08-29,DIA,456.12,456.84,454.28,456.09,3605900
2025-08-29,IWM,236.74,237.02,234.37,235.17,29254800
2025-08-29,QQQ,574.66,575.03,568.54,570.4,56030400
2025-08-29,SPY,647.47,647.84,643.14,645.05,74522200
2025-09-02,DIA,451.99,453.7,450.16,453.61,6009200
2025-09-02,IWM,231.99,234.4,231.47,233.9,33108600
2025-09-02,QQQ,561.31,565.97,559.54,565.62,65876800
2025-09-02,SPY,637.5,640.49,634.92,640.27,81983500
2025-09-03,DIA,452.88,453.74,450.53,453.26,3948200
2025-09-03,IWM,233.27,235.26,232.46,233.67,33252400
2025-09-03,QQQ,569.23,571.7,566.73,570.07,54230200
2025-09-03,SPY,642.67,644.21,640.46,643.74,70820900
2025-09-04,DIA,453.55,457.26,452.56,457.05,4524200
2025-09-04,IWM,234.23,236.67,233.58,236.59,30323800
2025-09-04,QQQ,570.74,575.6,569.03,575.23,47526300
2025-09-04,SPY,644.42,649.15,643.51,649.12,65219200
2025-09-05,DIA,457.12,458.67,452.98,454.99,5828200
2025-09-05,IWM,237.72,239.68,234.95,237.77,47542500
2025-09-05,QQQ,580.49,581.12,571.53,576.06,68342500
2025-09-05,SPY,651.48,652.21,643.33,647.24,85178900
2025-09-08,DIA,455.38,456.29,453.63,456.2,4395200
2025-09-08,IWM,238.51,238.56,236.39,238.25,31487700
2025-09-08,QQQ,578.37,580.84,577.77,578.87,46371400
2025-09-08,SPY,648.62,649.84,647.23,648.83,63133100
2025-09-09,DIA,455.96,458.55,455.22,458.01,5979400
2025-09-09,IWM,237.9,237.96,235.42,236.85,35395800
2025-09-09,QQQ,579.67,580.94,577.04,580.51,44007600
2025-09-09,SPY,648.97,650.86,647.22,650.33,66133900
2025-09-10,DIA,457.71,457.9,454.71,455.93,5412200
2025-09-10,IWM,237.31,238.27,235.46,236.43,33910200
2025-09-10,QQQ,583.74,583.77,578.55,580.7,49308000
2025-09-10,SPY,653.62,654.55,650.63,652.21,78034500
2025-09-11,DIA,456.85,462.32,456.6,461.92,6352100
2025-09-11,IWM,236.85,240.93,236.24,240.8,43629800
2025-09-11,QQQ,583.24,584.88,581.62,584.08,44745800
2025-09-11,SPY,654.18,658.33,653.59,657.63,69934400
2025-09-12,DIA,461.25,461.69,459.07,459.32,3784600
2025-09-12,IWM,240.2,240.32,238.2,238.34,46097600
2025-09-12,QQQ,585.04,587.86,584.1,586.66,50745900
2025-09-12,SPY,657.6,659.11,656.9,657.41,72780100
2025-09-15,DIA,460.01,460.91,458.83,460.07,4862200
2025-09-15,IWM,239.23,240.04,238.55,239.35,33014000
2025-09-15,QQQ,588.44,591.79,588.29,591.68,44360300
2025-09-15,SPY,659.64,661.04,659.34,660.91,63772400
2025-09-16,DIA,460.11,460.8,457.78,458.78,4526100
2025-09-16,IWM,238.45,238.93,236.76,238.28,37059300
2025-09-16,QQQ,592.61,592.86,590.49,591.18,36942100
2025-09-16,SPY,661.47,661.78,659.21,660.0,61169000
2025-09-17,DIA,459.79,463.85,457.96,461.26,5998000
2025-09-17,IWM,238.82,244.28,237.02,238.89,79955600
2025-09-17,QQQ,591.1,591.75,584.37,590.0,69384800
2025-09-17,SPY,660.01,661.72,654.3,659.18,101952200
2025-09-18,DIA,461.29,464.37,460.66,462.63,6681000
2025-09-18,IWM,240.8,245.15,240.13,244.84,49167700
2025-09-18,QQQ,594.91,598.14,592.96,595.32,61069300
2025-09-18,SPY,661.89,664.89,660.27,662.26,90459200
2025-09-19,DIA,462.72,463.78,460.87,462.94,5871400
2025-09-19,IWM,245.57,245.57,242.51,242.98,56092000
2025-09-19,QQQ,597.33,600.05,595.85,599.35,58196100
2025-09-19,SPY,662.33,664.55,660.37,663.7,97945600
2025-09-22,DIA,461.16,464.29,460.16,463.67,4074900
2025-09-22,IWM,242.24,244.79,241.11,244.39,53572900
2025-09-22,QQQ,597.74,602.87,597.72,602.2,57154800
2025-09-22,SPY,662.2,667.29,662.17,666.84,69452200
2025-09-23,DIA,464.22,467.0,462.03,462.87,5904600
2025-09-23,IWM,245.01,247.18,243.44,243.84,41854500
2025-09-23,QQQ,602.37,602.57,596.98,598.2,64635500
2025-09-23,SPY,666.72,667.34,661.98,663.21,81708900
2025-09-24,DIA,463.45,464.42,460.8,461.02,4588800
2025-09-24,IWM,243.9,244.61,241.56,241.6,36002200
2025-09-24,QQQ,599.58,599.9,593.36,596.1,49850300
2025-09-24,SPY,664.51,664.61,659.67,661.1,68082200
2025-09-25,DIA,459.9,461.08,457.71,459.43,4767200
2025-09-25,IWM,238.98,239.99,237.55,239.29,37209500
2025-09-25,QQQ,592.2,595.12,588.5,593.53,70920200
2025-09-25,SPY,657.94,659.41,654.41,658.05,89622100
2025-09-26,DIA,461.27,463.41,460.32,462.28,4167200
2025-09-26,IWM,239.62,241.68,239.33,241.34,28942800
2025-09-26,QQQ,594.35,596.3,591.06,595.97,54337400
2025-09-26,SPY,659.51,662.37,657.88,661.82,69179200
2025-09-29,DIA,463.76,463.78,461.31,463.04,3752700
2025-09-29,IWM,242.84,242.93,240.81,241.62,26391500
2025-09-29,QQQ,599.11,602.05,597.41,598.73,48332900
2025-09-29,SPY,664.36,665.28,661.86,663.68,73499000
2025-09-30,DIA,462.62,464.09,460.84,463.74,4253300
2025-09-30,IWM,241.11,242.13,239.4,241.96,33447700
2025-09-30,QQQ,598.43,600.71,596.1,600.37,46533800
2025-09-30,SPY,662.93,666.65,661.61,666.18,86288000
2025-10-01,DIA,462.57,465.14,462.55,464.26,4551600
2025-10-01,IWM,240.57,243.04,240.55,242.49,28520000
2025-10-01,QQQ,597.17,603.79,596.34,603.25,46899600
2025-10-01,SPY,663.17,669.37,663.06,668.45,72545400
2025-10-02,DIA,464.31,465.77,462.62,465.11,5458300
2025-10-02,IWM,243.0,244.09,241.47,244.02,28687400
2025-10-02,QQQ,607.06,607.16,602.93,605.73,43765400
2025-10-02,SPY,670.45,670.57,666.78,669.22,56896000
2025-10-03,DIA,465.79,470.38,465.68,467.51,9693900
2025-10-03,IWM,245.35,248.09,245.03,245.83,34579600
2025-10-03,QQQ,606.51,607.33,601.39,603.18,46482100
2025-10-03,SPY,669.99,672.68,668.16,669.21,70494400
2025-10-06,DIA,468.32,468.47,464.23,466.84,7405400
2025-10-06,IWM,247.73,248.48,246.07,246.81,31507400
2025-10-06,QQQ,608.45,609.36,605.97,607.71,41962100
2025-10-06,SPY,671.62,672.51,669.46,671.61,54623300
2025-10-07,DIA,467.55,468.61,464.39,465.97,7368700
2025-10-07,IWM,247.36,247.64,243.19,244.16,31766600
2025-10-07,QQQ,609.02,609.71,603.03,604.51,58209500
2025-10-07,SPY,672.54,672.99,667.67,669.12,72020100
2025-10-08,DIA,467.32,468.13,464.93,466.07,4621200
2025-10-08,IWM,245.28,246.96,243.8,246.72,25825000
2025-10-08,QQQ,605.41,611.75,605.26,611.44,50629800
2025-10-08,SPY,670.25,673.21,669.42,673.11,60702200
2025-10-09,DIA,466.17,466.78,462.61,463.5,5411000
2025-10-09,IWM,246.31,247.25,244.01,245.13,26243100
2025-10-09,QQQ,611.48,611.61,607.48,610.7,45551000
2025-10-09,SPY,673.53,673.94,669.21,671.16,66501900
2025-10-10,DIA,465.12,466.5,454.72,454.87,9309100
2025-10-10,IWM,245.75,246.89,237.56,237.79,70569400
2025-10-10,QQQ,611.4,613.18,589.05,589.5,97614800
2025-10-10,SPY,672.13,673.95,652.84,653.02,159422600
2025-10-13,DIA,458.23,461.56,458.06,460.68,6272500
2025-10-13,IWM,241.83,244.63,241.4,244.41,36298600
2025-10-13,QQQ,599.68,602.95,597.23,602.01,65872600
2025-10-13,SPY,660.65,665.13,659.77,663.04,79560500
2025-10-14,DIA,457.03,465.22,454.56,462.71,7827400
2025-10-14,IWM,241.23,249.6,240.36,247.9,45320800
2025-10-14,QQQ,595.31,602.69,590.13,598.0,69203200
2025-10-14,SPY,657.17,665.83,653.17,662.23,88779600
2025-10-15,DIA,464.67,466.94,460.25,462.71,6187100
2025-10-15,IWM,250.36,252.77,247.06,250.33,45369000
2025-10-15,QQQ,604.01,606.7,595.93,602.22,62805500
2025-10-15,SPY,666.82,670.23,658.93,665.17,81702600
2025-10-16,DIA,463.37,464.27,457.84,459.56,8149500
2025-10-16,IWM,250.97,251.26,244.0,245.06,52740400
2025-10-16,QQQ,605.11,608.31,595.5,599.99,70982000
2025-10-16,SPY,666.82,668.71,657.11,660.64,110563300
2025-10-17,DIA,459.3,463.11,458.92,461.78,8439900
2025-10-17,IWM,243.32,245.16,241.47,243.41,55379500
2025-10-17,QQQ,597.95,605.51,596.37,603.93,72024900
2025-10-17,SPY,659.5,665.76,658.14,664.39,96500900
2025-10-20,DIA,463.45,467.53,463.43,467.02,4556600
2025-10-20,IWM,246.62,248.33,246.14,248.16,32545000
2025-10-20,QQQ,607.14,612.8,607.07,611.54,45761700
2025-10-20,SPY,667.32,672.21,667.27,671.3,60493400
2025-10-21,DIA,467.07,471.25,466.91,469.22,5951600
2025-10-21,IWM,247.43,248.37,245.51,246.99,26337900
2025-10-21,QQQ,611.64,612.72,609.32,611.38,44538200
2025-10-21,SPY,671.44,672.99,669.98,671.29,56249000
2025-10-22,DIA,469.21,469.24,464.48,465.78,7604700
2025-10-22,IWM,246.03,246.86,240.77,243.34,46578400
2025-10-22,QQQ,610.82,611.41,599.74,605.49,61478800
2025-10-22,SPY,672.0,672.0,663.3,667.8,80564000
2025-10-23,DIA,465.55,467.97,464.86,467.29,5144200
2025-10-23,IWM,244.29,247.12,243.68,246.42,28591000
2025-10-23,QQQ,604.91,611.37,604.52,610.58,42844300
2025-10-23,SPY,668.12,672.71,667.8,671.76,65604500
2025-10-24,DIA,470.02,473.24,469.28,472.21,7228900
2025-10-24,IWM,249.8,251.11,248.97,249.43,26627000
2025-10-24,QQQ,615.99,618.42,615.13,617.1,47632500
2025-10-24,SPY,676.46,678.47,675.65,677.25,74356500
2025-10-27,DIA,474.76,475.62,473.71,475.35,4720200
2025-10-27,IWM,251.78,252.21,249.5,250.3,31798100
2025-10-27,QQQ,624.52,628.55,624.03,628.09,54098600
2025-10-27,SPY,682.73,685.54,682.12,685.24,63339800
2025-10-28,DIA,478.8,479.41,476.82,477.15,9435500
2025-10-28,IWM,249.55,250.9,248.11,248.96,28075900
2025-10-28,QQQ,630.36,634.68,629.25,632.92,61195700
2025-10-28,SPY,687.05,688.91,684.83,687.06,61738100
2025-10-29,DIA,478.65,480.39,474.49,476.37,10006500
2025-10-29,IWM,248.84,251.14,244.69,246.84,56235300
2025-10-29,QQQ,635.59,637.01,630.25,635.77,67422800
2025-10-29,SPY,688.72,689.7,682.87,687.39,85657100
2025-10-30,DIA,474.1,480.15,473.91,475.01,9338300
2025-10-30,IWM,245.27,248.14,244.63,244.85,44538700
2025-10-30,QQQ,632.17,633.5,625.94,626.05,61628600
2025-10-30,SPY,683.9,685.94,679.83,679.83,76335800
2025-10-31,DIA,475.86,477.16,473.42,475.67,7990900
2025-10-31,IWM,244.99,246.79,243.69,246.23,37214700
2025-10-31,QQQ,634.17,634.2,626.69,629.07,66305100
2025-10-31,SPY,685.04,685.08,679.24,682.06,87164100
2025-11-03,DIA,476.16,476.3,471.3,473.47,4858700
2025-11-03,IWM,246.17,246.26,242.49,245.44,28887900
2025-11-03,QQQ,635.11,635.82,629.85,632.08,37154300
2025-11-03,SPY,685.67,685.8,679.94,683.34,57315000
2025-11-04,DIA,470.42,472.71,468.8,470.9,6013300
2025-11-04,IWM,241.79,244.06,241.0,241.2,34468700
2025-11-04,QQQ,623.28,626.95,618.46,619.25,63830800
2025-11-04,SPY,676.11,679.96,674.58,675.24,78427000
2025-11-05,DIA,470.8,474.56,470.4,473.11,7030200
2025-11-05,IWM,241.96,245.73,241.64,244.68,38229200
2025-11-05,QQQ,618.49,626.6,617.21,623.28,48688500
2025-11-05,SPY,674.98,680.86,674.17,677.58,74402400
2025-11-06,DIA,472.09,473.44,467.85,469.28,7125200
2025-11-06,IWM,244.26,244.79,240.0,240.35,40601200
2025-11-06,QQQ,621.79,622.04,610.3,611.67,72115100
2025-11-06,SPY,676.47,677.38,668.72,670.31,85035300
2025-11-07,DIA,468.28,469.95,464.86,469.86,8604400
2025-11-07,IWM,238.41,241.66,236.27,241.61,54978900
2025-11-07,QQQ,608.31,609.95,598.67,609.74,81835400
2025-11-07,SPY,667.91,671.08,661.21,670.97,100592400
2025-11-10,DIA,471.9,474.2,469.45,473.82,5636600
2025-11-10,IWM,245.01,245.24,242.25,244.03,31238000
2025-11-10,QQQ,618.92,624.31,616.89,623.23,55919900
2025-11-10,SPY,677.24,682.18,675.03,681.44,75842900
2025-11-11,DIA,474.26,479.86,474.0,479.41,4839100
2025-11-11,IWM,243.37,244.74,242.52,244.24,27357900
2025-11-11,QQQ,620.57,622.72,617.52,621.57,44868800
2025-11-11,SPY,679.95,683.57,678.73,683.0,58953400
2025-11-12,DIA,480.49,484.4,480.49,482.76,7066900
2025-11-12,IWM,244.84,246.38,243.33,243.64,34543200
2025-11-12,QQQ,624.84,624.86,617.81,621.08,47444400
2025-11-12,SPY,684.79,684.96,680.95,683.38,62312500
2025-11-13,DIA,481.4,482.41,474.22,474.74,8722300
2025-11-13,IWM,241.84,242.68,235.84,236.79,65710000
2025-11-13,QQQ,617.54,618.12,606.08,608.4,71333600
2025-11-13,SPY,680.5,680.86,670.52,672.04,103457800
2025-11-14,DIA,471.38,474.05,468.87,471.8,10940200
2025-11-14,IWM,233.34,238.73,233.27,237.48,58344400
2025-11-14,QQQ,599.55,613.35,597.17,608.86,80087300
2025-11-14,SPY,665.38,675.66,663.27,671.93,96846700
2025-11-17,DIA,470.87,472.36,464.54,466.32,7599500
2025-11-17,IWM,236.46,237.84,231.76,232.76,55765900
2025-11-17,QQQ,606.3,612.48,599.87,603.66,63850400
2025-11-17,SPY,669.7,673.71,662.17,665.67,90456100
2025-11-18,DIA,462.17,464.1,459.53,461.3,12817500
2025-11-18,IWM,231.31,235.08,230.96,233.47,63092500
2025-11-18,QQQ,599.62,602.31,591.34,596.31,83327300
2025-11-18,SPY,662.1,665.12,655.86,660.08,114467500
2025-11-19,DIA,461.51,463.4,459.42,461.76,5833400
2025-11-19,IWM,233.8,236.37,232.43,233.43,57280500
2025-11-19,QQQ,597.07,606.16,594.59,599.87,73111500
2025-11-19,SPY,660.78,667.34,658.75,662.63,94703000
2025-11-20,DIA,466.64,469.03,457.71,458.1,13414200
2025-11-20,IWM,237.24,239.1,228.9,229.11,95483000
2025-11-20,QQQ,611.62,614.03,584.75,585.67,117743200
2025-11-20,SPY,672.91,675.56,651.89,652.53,165293500
2025-11-21,DIA,459.54,465.82,457.85,462.57,11821400
2025-11-21,IWM,229.96,237.11,229.58,235.6,99504100
2025-11-21,QQQ,587.47,596.98,580.74,590.07,103344200
2025-11-21,SPY,655.05,664.55,650.85,659.03,123956200
2025-11-24,DIA,463.75,465.87,461.01,464.44,6206800
2025-11-24,IWM,235.96,240.39,235.48,239.9,36135300
2025-11-24,QQQ,595.28,606.68,595.16,605.16,60168100
2025-11-24,SPY,662.69,670.06,661.59,668.73,80437900
2025-11-25,DIA,465.58,471.9,463.45,471.18,7203600
2025-11-25,IWM,240.74,245.55,240.04,245.13,46160800
2025-11-25,QQQ,603.51,610.26,597.32,608.89,57560900
2025-11-25,SPY,668.63,676.21,664.48,675.02,81077100
2025-11-26,DIA,472.2,475.79,471.93,474.35,5689100
2025-11-26,IWM,245.05,248.83,244.77,247.3,34636600
2025-11-26,QQQ,612.51,616.19,610.39,614.27,42393600
2025-11-26,SPY,677.63,681.7,676.72,679.68,71879600
2025-11-28,DIA,474.82,477.61,474.82,477.18,2281800
2025-11-28,IWM,248.01,248.81,247.07,248.75,18911800
2025-11-28,QQQ,616.11,619.32,615.42,619.25,23034400
2025-11-28,SPY,680.86,683.67,680.5,683.39,49212000
2025-12-01,DIA,474.34,476.95,472.95,473.32,4413900
2025-12-01,IWM,245.57,247.69,245.34,245.62,36920000
2025-12-01,QQQ,613.63,619.44,612.52,617.17,40957600
2025-12-01,SPY,678.81,682.99,678.74,680.27,61201200
2025-12-02,DIA,474.21,476.46,473.12,475.26,5233500
2025-12-02,IWM,247.37,247.37,245.12,245.17,31918500
2025-12-02,QQQ,619.46,623.75,617.59,622.0,54541800
2025-12-02,SPY,681.92,683.82,679.33,681.53,62953800
2025-12-03,DIA,474.83,480.18,474.67,479.41,5994200
2025-12-03,IWM,245.97,249.84,245.48,249.63,32846300
2025-12-03,QQQ,619.62,624.22,618.03,623.52,47841600
2025-12-03,SPY,680.57,684.91,679.69,683.89,57238500
2025-12-04,DIA,479.71,481.23,477.5,479.07,4003800
2025-12-04,IWM,248.97,252.66,248.54,251.82,40245800
2025-12-04,QQQ,624.93,624.94,619.54,622.94,47067800
2025-12-04,SPY,685.3,685.37,681.34,684.39,61970300
2025-12-05,DIA,479.48,481.93,479.29,480.03,4596600
2025-12-05,IWM,251.49,252.66,250.28,250.77,36956600
2025-12-05,QQQ,624.38,628.92,623.71,625.48,53614200
2025-12-05,SPY,685.47,688.39,684.58,685.69,79241000
2025-12-08,DIA,480.49,480.52,476.84,478.15,4427600
2025-12-08,IWM,252.7,252.77,250.18,250.87,29100000
2025-12-08,QQQ,627.21,628.84,621.69,624.28,43462400
2025-12-08,SPY,686.59,686.64,681.57,683.63,55231500
2025-12-09,DIA,478.07,480.28,476.09,476.42,4266900
2025-12-09,IWM,250.25,252.95,250.1,251.39,30170100
2025-12-09,QQQ,623.01,625.87,621.0,625.05,37156000
2025-12-09,SPY,683.15,685.39,682.59,683.04,58310100
2025-12-10,DIA,476.13,482.75,475.36,481.35,5476200
2025-12-10,IWM,250.9,256.57,250.54,254.81,51105200
2025-12-10,QQQ,623.85,629.21,620.99,627.61,55031400
2025-12-10,SPY,682.56,688.97,681.31,687.57,85671300
2025-12-11,DIA,482.2,488.38,481.96,487.87,6972300
2025-12-11,IWM,254.64,258.01,254.32,257.8,41345200
2025-12-11,QQQ,623.82,625.78,617.72,625.58,58272800
2025-12-11,SPY,685.14,689.25,682.17,689.17,86173700
2025-12-12,DIA,488.7,489.66,484.17,485.4,7089900
2025-12-12,IWM,257.95,258.2,253.44,253.85,57657700
2025-12-12,QQQ,622.08,623.54,611.36,613.62,75158700
2025-12-12,SPY,688.17,688.88,679.17,681.76,113160300
2025-12-15,DIA,487.58,487.73,483.71,485.17,4891300
2025-12-15,IWM,255.55,255.69,251.74,251.93,43120100
2025-12-15,QQQ,618.37,618.42,609.32,610.54,49538200
2025-12-15,SPY,685.74,685.76,679.25,680.73,90811000
2025-12-16,DIA,484.46,485.48,480.33,481.98,5373200
2025-12-16,IWM,250.34,252.16,248.47,249.9,43115300
2025-12-16,QQQ,608.26,613.51,606.91,611.75,55152800
2025-12-16,SPY,679.23,681.08,674.98,678.87,122030600
2025-12-17,DIA,482.81,484.79,479.49,479.8,6381600
2025-12-17,IWM,250.37,252.16,246.7,247.24,38132400
2025-12-17,QQQ,613.06,613.65,600.28,600.41,70654300
2025-12-17,SPY,679.89,680.44,671.2,671.4,110625200
2025-12-18,DIA,482.18,484.63,479.41,480.51,6422800
2025-12-18,IWM,250.18,251.36,248.21,248.71,39068000
2025-12-18,QQQ,609.8,612.93,606.92,609.11,78875800
2025-12-18,SPY,677.6,680.74,674.9,676.47,108650100
2025-12-19,DIA,480.62,482.8,480.43,481.15,6439100
2025-12-19,IWM,249.28,251.4,249.06,250.79,43610400
2025-12-19,QQQ,611.95,617.62,611.87,617.05,60369800
2025-12-19,SPY,676.59,681.09,676.47,680.59,103599500
2025-12-22,DIA,481.86,484.43,481.86,483.46,4162000
2025-12-22,IWM,252.28,255.12,252.2,253.58,40497300
2025-12-22,QQQ,621.35,621.65,617.77,619.21,43703100
2025-12-22,SPY,683.94,685.36,680.59,684.83,69556700
2025-12-23,DIA,482.18,485.12,482.18,484.23,3677800
2025-12-23,IWM,252.42,253.22,251.46,252.08,24973500
2025-12-23,QQQ,618.2,622.41,617.78,622.11,41120400
2025-12-23,SPY,683.92,688.2,683.87,687.96,64840000
2025-12-24,DIA,484.19,487.57,483.59,487.01,1544000
2025-12-24,IWM,251.97,252.86,251.12,252.71,12103000
