Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Arch Capital Group","ACGL","35410.68","101.35","1623139","-.34","11.15","3.34","90.68","-5.23","14.27","21.73","103.06","84.72","102","Finance","Insurance - Property and Casualty","24.64","3"
"Acadia Healthcare","ACHC","3172.86","34.5","3439867","9.87","38.72","26.19","100","115.22","5.04","5.31","34.5","11.68","102","Medical","Medical - Hospital","-32.84","3"
"Albertsons Companies","ACI","7400.55","15.11","6620283","5.37","12.34","-10.38","21.96","-20.51","3.46","1.45","21.01","13.45","190","Consumer Staples","Consumer Products - Staples",".26","3"
"American Coastal Insurance Corporation","ACIC","496.76","10.25","311963","-8.32","-2.38","-14.15","11.46","-25.4","13.07","30.81","13.03","9.89","102","Finance","Insurance - Property and Casualty","31.32","5"
"ACI Worldwide","ACIW","5903.51","58.07","1084642","2.96","31.71","37.57","97.03","11.5","10.38","17.1","58.67","38.47","102","Computer and Technology","Computer - Software","11.51","2"
"Axcelis Technologies","ACLS","4192.73","136.42","576392","-4.55","-27.25","-2.46","55.47","57.59","-17.57","16.89","191.6","67.69","30","Computer and Technology","Electronics - Manufacturing Machinery","11.93","3"
"AECOM","ACM","8776.83","68.29","1667490",".35","-.76","-15.13","2.12","-33.33",".21","9.55","134.35","66.86","158","Construction","Engineering - R and D Services","3.16","4"
"ACM Research","ACMR","5138.67","83.92","1526329","-20.86","-23.62","55.44","58.27","93.68","15.24","10.75","126.89","23.92","102","Computer and Technology","Semiconductor Equipment - Material Services","9.48","3"
"Accenture","ACN","95877.63","143.57","11304788","3.24","12.18","-19.47","11.66","-51.03","7.36","11.72","288.54","124.44","76","Computer and Technology","Computers - IT Services","10.66","4"
"Aclaris Therapeutics","ACRS","793.29","5.68","2103203","-.53","26.22","24.83","99.28","61.81","-58.19","-832.58","5.71","1.52","100","Medical","Medical - Drugs","-832.58","3"
"ACV Auctions","ACVA","1300.66","7.45","2920352","7.66","14.97","43.54","28.18","-13.55","19.22","3.8","15.86","4.15","232","Business Services","Auction and Valuation Services","-7.97","3"
"Array Digital Infrastructure Inc.","AD","3024","35","350290",".75","-9.93","-28.37","2.28","-40.81","-95.68","31.34","77.01","34.02","207","Computer and Technology","Wireless National","19.32","2"
"Adamas Trust, Inc.","ADAM","806.95","8.98","867845","-2.18","-1.64","14.69","83.33","14.76","50.01","75.85","9.51","6.33","201","Finance","REIT and Equity Trust","24.14","3"
"Adobe","ADBE","94306.88","237.25","5626612","6.56","21.57","-.72","24.43","-38.91","10.53","37.44","372.87","193.41","102","Computer and Technology","Computer - Software","28.69","3"
"Agree Realty","ADC","9742.76","81.12","980518","4.2","10.74","5.01","93.16","1.86","16.42","30.76","81.92","70.22","78","Finance","REIT and Equity Trust - Retail","29.25","3"
"ADEIA INC","ADEA","2799.26","25.38","1542411","-14.05","-20.21","-15.76","62.31","36.43","17.91","43.5","33.63","11.74","100","Business Services","Technology Services","26.5","3"
"Analog Devices","ADI","182832.97","375.36","4504313","-4.64","-13.6","-7.06","68.81","27.5","16.89","38.18","445.48","220.68","20","Computer and Technology","Semiconductor - Analog and Mixed","26.01","1"
"Archer Daniels Midland","ADM","41400.11","85.9","2938842","8.76","14.38","22.66","100","31.18","-6.15","2.07","85.9","53.54","83","Consumer Staples","Agriculture - Operations","1.34","2"
"ADMA Biologics","ADMA","2018.74","8.71","2800312","-6.04","4.81","-21.39","8.69","-56.11","19.63","33.27","20.38","7.6","98","Medical","Medical - Biomedical and Genetics","32.43","5"
"Adient","ADNT","1551.79","19.79","993928","1.54","-4.63","-8.68","21.42","-2.31","-1.04","1","27.09","17.8","160","Auto-Tires-Trucks","Automotive - Original Equipment",".39","3"
"Automatic Data Processing","ADP","102038.1","255.265","2426174","5.8","16.87","28.58","54.42","-9.37","7.07","20.16","310.94","188.79","91","Computer and Technology","Internet - Software","20.12","3"
"Adaptive Biotechnologies","ADPT","3668.21","22.92","2834052","5.14","30.75","65.85","100","23.65","54.77","-28.24","22.92","10.24","98","Medical","Medical - Biomedical and Genetics","-16.82","3"
"Autodesk","ADSK","46071.85","218.35","2392421","4.68","12.66","-5.88","22.02","-33.37","17.53","31.67","326.79","187.72","91","Computer and Technology","Internet - Software","19.49","3"
"ADT","ADT","5132.73","7","7848048","5.26","6.38","-3.31","27.45","-20.51","4.72","14.71","8.85","6.3","176","Industrial Products","Security and Safety Services","12.12","3"
"ADTRAN Holdings, Inc.","ADTN","943.63","11.65","1640389","-13.96","-23.25","-30.41","36.21","22.44","17.46","2.19","19.4","7.25","29","Computer and Technology","Communication - Components","-3.18","3"
"Ameren","AEE","30871.69","111.55","1742578","-.2","2.65","-.45","70","2.91","15.43","16.19","118.32","95.75","155","Utilities","Utility - Electric Power","17.17","2"
"Aehr Test Systems","AEHR","2549.27","81.05","2431112","6.35","-29.71","-15.14","65.35","278.94","-15.21","1.82","116.58","14.05","6","Computer and Technology","Electronics - Measuring Instruments","-14.25","1"
"Advanced Energy Industries","AEIS","10802.7","284.05","898184","-8.15","-23.76","-25.73","58.63","24.07","21.37","14.77","389.05","135.25","30","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10","2"
"Agnico Eagle Mines","AEM","69520.63","136.97","2381296","-8.09","-17.82","-31.16","14.31","-26.42","43.71","37.8","252.19","117.73","228","Basic Materials","Mining - Gold","39.46","5"
"American Eagle Outfitters","AEO","2853.77","17.03","4296798","2.1","-4.38","-6.38","39.22","-39.73","3.16","6.08","28.19","9.83","63","Retail-Wholesale","Retail - Apparel and Shoes","5.01","3"
"American Electric Power","AEP","71898.03","132.14","5068937","-1.28","3.48","-2.18","80.9","4.91","10.93","14.52","138.69","104.4","155","Utilities","Utility - Electric Power","16.29","2"
"Aercap","AER","24525.91","146.97","992169","-2.69","1.32","5.66","83.48","-6.99","6.5","33.58","154.83","107.25","76","Transportation","Transportation - Equipment and Leasing","45.22","2"
"AES","AES","10533.34","14.77","8086425",".27","1.03","1.86","47.38","-6.22","-.37","15.68","17.28","12.51","155","Utilities","Utility - Electric Power","10.78","3"
"Atlas Energy Solutions Inc.","AESI","1757.43","14.07","2525881","-.99","-13.15","-12.66","51.24","32.82","3.73","-8.5","19.75","8.1","207","Oils-Energy","Oil and Gas - Integrated - United States","-9.29","3"
"Aeva Technologies","AEVA","1053.42","16.71","1889704","-24.15","-31.49","7.88","32.64","14.78","99.44","-482.33","32.23","9.19","160","Auto-Tires-Trucks","Automotive - Original Equipment","-693.94","4"
"American Financial Group","AFG","11789.07","141.89","452545","-.28","6.76","7.31","74.06","-6.98","-1.8","11.49","148.71","122.42","102","Finance","Insurance - Property and Casualty","10.76","2"
"Aflac","AFL","63480.61","124.72","1920334","2.24","8.01","8.34","100","1.37","-9.31","21.77","124.72","98.09","47","Finance","Insurance - Accident and Health","25.6","3"
"Affirm","AFRM","25475.77","76.07","3663651","-9.2","2.91","20.78","67.55","-2.53","39.66","9.63","92.18","42.53","91","Computer and Technology","Internet - Software","9.63","3"
"First Majestic Silver","AG","7794.77","15.81","9334386","-7.87","-12.17","-21.93","33","-13.39","124.25","23.28","32.01","7.83","102","Basic Materials","Mining - Silver","19.51","2"
"AGCO","AGCO","8350.93","115.33","627957","1.83","1.47","-3.52","37.65",".47","-13.55","4.15","140.49","100.14","30","Industrial Products","Manufacturing - Farm Equipment","7.43","3"
"Agenus","AGEN","208.63","5.01","10332402","54.63","67","33.24","56.71","44.69","10.37","71.76","6.72","2.77","98","Medical","Medical - Biomedical and Genetics","50.49","2"
"Alamos Gold","AGI","11829.33","28.26","4832572","-5.42","-22.23","-35.74","12.76","-33.47","34.29","36.63","55.33","24.3","228","Basic Materials","Mining - Gold","51.24","4"
"Agios Pharmaceuticals","AGIO","2355.69","39.61","1035433","-7.43","15.95","53.88","74.6","29.25","48.03","-639.84","45.49","22.34","98","Medical","Medical - Biomedical and Genetics","-639.84","3"
"Agilon Health","AGL","2166.25","129.84","307595","12.25","14.09","393.31","100","539.73","-2.11","-6.42","129.84","7.91","95","Medical","Medical Services","-6.09","3"
"AGNC Investment","AGNC","12879.76","11.22","14695530","1.35","8.09","3.31","68.01","-3.12","19.46","212.81","12.17","9.2","201","Finance","REIT and Equity Trust","39.5","3"
"Assured Guaranty","AGO","3755.66","84.96","306303","2.98","11.03","1.93","61.96","-14.9","27.29","48.95","92.18","73.2","155","Finance","Insurance - Multi line","40.45","3"
"Adecoagro","AGRO","1435.75","10.07","640361",".7","8.98","-24.12","36.21","13.78","-6","-2.59","15.25","7.13","83","Consumer Staples","Agriculture - Operations",".95","3"
"Agilysys","AGYS","3004.86","106.68","349543","-2.25","21.91","69.09","56.37","-15.87","15.85","15.9","141.12","62.19","19","Computer and Technology","Computer - Integrated Systems","12.15","1"
"AdaptHealth","AHCO","1489.63","10.96","1383594","7.87","13.57","-13.9","48.51","-.56","-.49","1.9","13.38","8.68","169","Medical","Medical - Products","-2.42","3"
"American Healthcare REIT, Inc.","AHR","11015.99","57.16","4257705","6.17","22.87","13.01","100","9.26","9.15","4.24","57.16","37.01","56","Finance","REIT and Equity Trust - Other","4.23","2"
"AH Realty Trust Inc","AHRT","710.03","7.05","730142","-.42","5.7","17.5","78.84","-3.51","-59.74","2.31","7.56","5.15","56","Finance","REIT and Equity Trust - Other","-6.87","3"
"C3.ai","AI","1371.06","8.82","4970585","-2.11","-14.37","3.28","4.95","-39.94","-35.67","-75.79","29.16","7.76","76","Computer and Technology","Computers - IT Services","-187.95","3"
"American International Group","AIG","42681.58","80.5","3980452","1.76","8.75","5.46","58.57","-17.12","-1.75","16.14","86.59","71.89","155","Finance","Insurance - Multi line","11.86","3"
"Arteris","AIP","1433.18","31.04","947105","-14.04","-29.63","27.68","56.13","81.9","22.27","-14.23","48.59","8.59","91","Computer and Technology","Internet - Software","-44.92","3"
"AAR","AIR","5381.66","135.34","462226","-.9",".34","20.75","88.49","46.5","19.91","5.6","143.61","71.73","68","Aerospace","Aerospace - Defense Equipment","5.46","3"
"AIRO Group Holdings, Inc.","AIRO","205.34","6.53","423592","-1.21","-18.27","-20.85","3.15","-27.91","4.57","-19.98","27.46","5.85","84","Aerospace","Aerospace - Defense","-19.98","3"
"Assurant","AIZ","13716.87","276.84","328076","-.85","6.53","20.12","96.58","3.91","7.89","8.85","280.11","184.56","155","Finance","Insurance - Multi line","7.6","3"
"Arthur J. Gallagher & Co.","AJG","65226.91","253.9","1723680",".06","18.61","15.74","50.27","-10.14","22.29","20.24","315.14","192","169","Finance","Insurance - Brokerage","10.76","3"
"Akamai Technologies","AKAM","17473.82","120.19","3489448","-7.2","-3.78","24.96","54.81","23.73","5.44","24.13","161.14","70.53","102","Computer and Technology","Internet - Services","10.2","3"
"Acadia Realty Trust","AKR","2998.79","22.46","1552148","5.69","6.29","7.26","98.35","-2.1","14.2","9.77","22.53","18.29","78","Finance","REIT and Equity Trust - Retail","9.77","3"
"Astera Labs, Inc.","ALAB","52042.9","303.62","4575787","-27.27","-27.2","53.7","54.13","74.64","115.13","38.05","483.02","91.94","91","Computer and Technology","Internet - Software","26.72","3"
"Albemarle","ALB","14244.19","120.78","2076458","-5.95","-24.68","-37.46","36.06","-23.26","-4.37","7.53","215.62","67.3","160","Basic Materials","Chemical - Diversified ","-5","2"
"Alcon","ALC","34751.72","70.26","1890837","4.65","8.63","-7.38","27.28","-18.58","4.94","14.89","92.22","62.02","175","Medical","Medical - Instruments","7.7","2"
"Allegro MicroSystems","ALGM","8659.64","46.48","3575366","-19","-21.22","6.58","50.58","62.3","22.77","11.24","69.62","22.8","40","Computer and Technology","Electronics - Semiconductors","-1.67","3"
"Align Technology","ALGN","12659.2","176.76","962983","-.79","-2.92","-7.3","63.03","3.82",".9","19.31","207.19","124.88","63","Medical","Medical - Dental Supplies","10.5","3"
"Allegiant","ALGT","1860.29","100.9","597497","-11.99",".14","28.14","74.3","12.33","3.74","4.02","119.16","48.12","88","Transportation","Transportation - Airline","-1.3","2"
"Alignment Healthcare","ALHC","4258.72","20.6","4519620","-2.04","-5.76","-1.1","69.35","-7.85","46.06",".47","24.56","11.64","95","Medical","Medical Services",".47","3"
"Alight","ALIT","581","21.74","1252142","17.96","90.97","66.21","11.32","-49.75","-3","11.08","115.2","9.8","91","Computer and Technology","Internet - Software","-137.5","3"
"Alaska Air Group","ALK","5071.13","45.51","2798063","-9.23","-7.61","10.57","38.15","-13.98","21.34","1.36","63.86","34.19","88","Transportation","Transportation - Airline",".51","3"
"Alkermes","ALKS","8787.16","52.72","2233293","-1.97","17.18","55.47","91.41","68.67","-5.25","11.59","55.22","26.13","98","Medical","Medical - Biomedical and Genetics","9.78","3"
"Alkami Technology","ALKT","1916.71","17.91","2072088","1.13","22","12.36","24.36","-28.55","32.89","8.9","28.22","14.59","91","Computer and Technology","Internet - Software","-10.55","3"
"Allstate","ALL","64329.5","249.9","1750502",".51","12.99","15.4","90.14","5.58","5.58","16.48","256.45","190","102","Finance","Insurance - Property and Casualty","17.81","3"
"Allegion","ALLE","11793.86","137.24","1147287","1.61","2.75","-6.91","21.42","-20.4","7.82","16.82","179.77","125.65","176","Industrial Products","Security and Safety Services","15.24","3"
"Allot","ALLT","391.59","8.05","354453","-7.36","12.12","12.9","34.29","-22.91","10.63","12.54","11.5","6.25","91","Computer and Technology","Internet - Software","5.68","3"
"Ally Financial","ALLY","13989.71","45.64","2514921","1.17",".33","1.38","85.74","-6.11","-3.26","17.33","47.25","35.96","165","Finance","Financial - Consumer Loans","16.47","3"
"Almonty Industries Inc.","ALM","3967.26","13.77","5702749","-6.33","-26.79","-37.64","51.75","35.88","10.56","-49.16","23.42","3.42","201","Basic Materials","Mining - Miscellaneous","-262.29","2"
"Aeluma, Inc.","ALMU","267.25","14.6","537895","-20","-39.64","-21.97","18.64","-19.88","407.62","-39.4","31.49","10.73","40","Computer and Technology","Electronics - Semiconductors","-115.57",""
"Alnylam Pharmaceuticals","ALNY","35710.72","267.47","1452035","-14.49","-3.82","-14.76","0","-35.3","65.19","20.6","491.22","267.47","98","Medical","Medical - Biomedical and Genetics","11.72","4"
"Alarm.com","ALRM","2631.33","53.2","526992","2.92","19.87","22.41","65","-3.65","7.59","14.46","59.16","42.13","176","Industrial Products","Security and Safety Services","12.36","2"
"Allison Transmission Holdings","ALSN","9421.53","113.6","1476201","-.16","-4.62","-16.47","60.51","7.19","-6.67","18.92","136","79.27","160","Auto-Tires-Trucks","Automotive - Original Equipment","14.88","3"
"Alto Ingredients","ALTO","452.52","5.84","2447097","3","16.33","9.98","97.04","62.96","-4.9","2.47","5.99",".92","163","Consumer Discretionary","Consumer Products - Discretionary","3.2","3"
"Autoliv","ALV","9003.02","120.26","658319","1.1","1.71","3.4","63.54","-4.32","4.09","6.81","131.69","100.34","160","Auto-Tires-Trucks","Automotive - Original Equipment","6.45","3"
"Antero Midstream","AM","10729.8","22.59","2104313",".04","4.05","5.66","84.99","16.71","7.43","33.9","23.6","16.87","207","Oils-Energy","Oil and Gas - Integrated - United States","33.9","4"
"Applied Materials","AMAT","420528.28","529.66","11000793","-10.02","-14.17","31.13","65.89","98.33","4.39","27.24","723","156.25","40","Computer and Technology","Electronics - Semiconductors","29.31","1"
"Ambarella","AMBA","2712.8","61.84","1709865","-21.1","-11.62",".82","28.15","-18.82","37.15","7.13","95.51","48.65","40","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ambiq Micro, Inc.","AMBQ","1548.26","72.43","635854","-15.38","-19.95","106.47","73.35","137.4","-4.67","-25.35","90.48","22.76","40","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","20315.48","43.94","2796204","2.9","6.96","10.85","52.2","-2.29","10.04","7.67","50.58","36.69","213","Industrial Products","Containers - Paper and Packaging","3.06","4"
"AMC Global Media Inc.","AMCX","460.8","10.49","442949","5.96","12.07","19.75","92.22","4.04","-4.52","3.87","10.9","5.63","68","Consumer Discretionary","Media Conglomerates","2.28","3"
"Advanced Micro Devices","AMD","808386.75","495.76","25528372","-9.32","-7.74","62.37","80.19","112.54","34.34","20.1","580.91","151.14","19","Computer and Technology","Computer - Integrated Systems","13.37","3"
"AMETEK","AME","54321.11","237","947312","1.72","-.18",".85","92.46","5.02","6.63","23.23","241.94","176.44","56","Computer and Technology","Electronics - Testing Equipment","20.11","2"
"Amgen","AMGN","197689.66","366.29","2033724",".73","8.5","5.07","81.3","3.15","9.95","32.21","388.16","271.18","98","Medical","Medical - Biomedical and Genetics","20.96","3"
"American Homes 4 Rent","AMH","12285.51","34.07","1969999","3.43","7.44","11.3","71.47","-2.8","7.03","25.27","36.74","27.38","102","Finance","REIT and Equity Trust - Residential","25.27","4"
"Amkor Technology","AMKR","15601.13","62.94","4676305","-12.78","-30.42","-13.67","57.73","45.04","6.18","6.17","93.55","21.14","40","Computer and Technology","Electronics - Semiconductors","6.17","2"
"AMN Healthcare Services","AMN","1357.51","35","859310","10.97","12.98","72.5","96.27","97.29","-8.49","3.43","35.77","15.1","209","Business Services","Business - Services","-.95","3"
"Ameriprise Financial","AMP","47453.93","527.87","729577","5.54","12.93","14.85","84.68","-1.19","7.04","21.34","545.5","430.4","84","Finance","Financial - Investment Management","20.57","3"
"Amphastar Pharmaceuticals","AMPH","870.62","19.745","427613","3.81","4.97","-6.02","20.62","-32.62","-1.65","19.32","30.81","16.87","204","Medical","Medical - Generic Drugs","11","3"
"Amplitude","AMPL","997.12","9.6","2221791","2.35","47.01","43.07","53.7","-24.28","14.68","1.83","13.04","5.61","100","Business Services","Technology Services","-25.11","3"
"Amprius Technologies, Inc.","AMPX","1438.93","10.16","6765178","-14.48","-37.17","-53.24","22.96","16.32","202.11","-19.03","22.91","6.36","100","Business Services","Technology Services","-43.98","3"
"Ameresco","AMRC","1223.7","23.11","462305","-9.9","-19.31","-16.75","26.46","-26.82","9.16","1.85","43.23","15.87","98","Oils-Energy","Alternative Energy - Other","1.59","2"
"Amneal Pharmaceuticals","AMRX","5694.56","17.85","2089078","4.88","10.12","41.11","98.14","30.09","8.05","9.59","18.04","7.82","100","Medical","Medical - Drugs","4.01","3"
"Amrize Ltd","AMRZ","27510.3","49.74","2419074","-1.07","-10.14","-12.54","16.09","-14.01",".95","10.67","65.86","46.65","157","Construction","Building Products - Miscellaneous","9.7","3"
"American Superconductor","AMSC","1600.46","33.025","734814","-11.15","-23.91","-28.44","17.37","4.47","34.26","52.85","66.68","25.95","61","Computer and Technology","Electronics - Miscellaneous Components","44.73","3"
"American Tower","AMT","79229.77","170.06","3200014","3.07","-3.4","-5","11.32","-12.58","5.11","26.81","232.35","162.11","56","Finance","REIT and Equity Trust - Other","26.81","3"
"Amerant Bancorp","AMTB","1030.31","26.18","333933","2.51","10.93","9.08","97.73","22.95","11.65","18.53","26.4","16.7","88","Finance","Banks - Southeast","8.83","1"
"Amentum Holdings, Inc.","AMTM","5052.46","20.68","1812542","-2.91","-4.52","-23.04","3.38","-34.92","71.59","4","37.53","20.09","158","Construction","Engineering - R and D Services","1.04","2"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","79072.7","26.27","1145035","1.66","-.72",".88","86.23","14.91","3.21","9.23","27.75","17","217","Computer and Technology","Wireless Non-US ","9.23","2"
"Amazon.com","AMZN","2659480","247.23","55336024",".08","1.16","-3.08","63.57","-1.63","12.38","10.44","274.99","198.79","171","Retail-Wholesale","Internet - Commerce","12.22","2"
"AutoNation","AN","6883.6","205.72","374356","6.97","9","1.35","55.83","-8.03","3.24","2.73","227.18","178.59","176","Retail-Wholesale","Automotive - Retail and Whole Sales","2.47","3"
"AnaptysBio","ANAB","1717.26","58","695708","-12.9",".85","13.13","75.95","1.49","157.01","-11.53","70.22","19.4","98","Medical","Medical - Biomedical and Genetics","-11.53","4"
"The Andersons","ANDE","2698.44","79.24","307885","11.62","11.26","3.31","99.6","30.22","-2.21","1.32","79.42","34.63","47","Basic Materials","Agriculture - Products","1.17",""
"Arista Networks","ANET","212314.22","168.61","7976670","-8.71","-.62","-2.28","76.94","16.89","28.6","41.61","186.96","107.37","91","Computer and Technology","Internet - Software","38.32","3"
"Abercrombie & Fitch","ANF","4231.7","95.24","1060864","6.74","9.17","6.74","46.12","-29.71","6.42","8.8","129.85","65.61","63","Retail-Wholesale","Retail - Apparel and Shoes","9.34","3"
"Angi","ANGI","247.54","6.12","683787","-3.77","21.91","-12.94","9.49","-55.17","-13.04","1.93","18.9","4.78","187","Computer and Technology","Internet - Content","1.93","3"
"AngioDynamics","ANGO","558.4","13.51","492519","4.57","11.19","20.62","84.18",".06","9.46","-3.13","14.47","8.4","175","Medical","Medical - Instruments","-11.48","4"
"ANI Pharmaceuticals","ANIP","1801.4","79.2","303883","-5.47","-.36","1.46","44.7","-5.71","43.78","18.58","98.81","63.35","98","Medical","Medical - Biomedical and Genetics","9.98","3"
"Aon","AON","78427.61","367.21","1470392","3.28","15.57","13.49","87.97","-5.08","9.45","22.1","375.27","308.27","169","Finance","Insurance - Brokerage","22.54","3"
"Artivion","AORT","1216.49","25.06","711404","3.94","18.26","-32.56","18.02","-48.74","13.59","6.85","47.63","20.1","175","Medical","Medical - Instruments","2.55","3"
"A. O. Smith","AOS","8111.24","58.85","1604976","-.29","1.08","-9.59","12.43","-17.76",".32","13.84","80.47","55.78","102","Industrial Products","Manufacturing - Electronics","13.84","4"
"Alpha and Omega Semiconductor","AOSL","935.91","31.27","642308","-17.67","-34.91","-21.59","38.49","40.86","5.92","-1.2","53.32","17.47","40","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"APA","APA","12446.75","35.22","4984531","5.8","6.63","-8.9","65.17","27.34","-5.31","16.52","44.39","18.06","199","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.38","4"
"Artisan Partners Asset Management","APAM","3103.37","38.51","856277","5.16","7.33","1.02","31.59","-12.59","7.64","26.43","48.34","33.97","84","Finance","Financial - Investment Management","23.49","3"
"Air Products and Chemicals","APD","65828.95","295.62","1391192","-.08","5.5","-2.64","77.74","9.36","-.52","22.98","314.19","230.76","160","Basic Materials","Chemical - Diversified ","16.91","3"
"American Public Education","APEI","930.17","50.71","324165","-12.31","-3.81","-9.35","69.08","23.03","3.89","6.13","60.86","28.03","160","Consumer Discretionary","Schools","6.13","1"
"APi Group","APG","17381.11","40.12","2602324","-3.63","-5.69","-18.02","41.12","-3.03","12.72","15.35","49.4","33.64","209","Business Services","Business - Services","3.85","3"
"Amphenol","APH","186011.38","151.2","6978104","-6.8","-7.78",".68","67.33","2.97","51.71","18.71","176.32","99.44","102","Computer and Technology","Electronics - Connectors","17.24","1"
"Applied Digital Corporation","APLD","7370.01","25.79","16954456","-20.13","-44.65","-29.05","39.87","-2.02","-12.91","-51.18","49.65","9.97","176","Finance","Financial - Miscellaneous Services","-52.84","5"
