

==============================================
TABELA DAILY MARKET SCAN
MARKET DATE: 2026-08-05

MARKET STATISTICS
--------------------------------------------------------------------------------------------------
ETF            State     5D%    20D%    50D%   200D%   RV.20   RV.50    20Dist    50Dist   200Dist
--------------------------------------------------------------------------------------------------
SPY              N/A   +2.39   +0.49   +0.64  +13.70    1.12    0.99     +1.37     +1.39     +7.67
QQQ              N/A   +2.57   -3.14   -4.07  +16.00    0.99    0.82     +0.15     -1.94     +8.34
IWM              N/A   +2.14   +1.08   +3.42  +23.43    0.99    0.81     +1.86     +2.30    +12.66
DIA              N/A   +1.37   +0.13   +3.88  +13.66    0.93    0.75     +0.61     +1.32     +6.79

RELATIVE PERFORMANCE
------------------------------------------------------------------------------------------
Pair                   1W       4W      10W      40W
----------------------------------------------------
SPY vs QQQ          -0.18     3.63     4.71    -2.30
SPY vs IWM           0.25    -0.59    -2.78    -9.73
SPY vs DIA           1.02     0.36    -3.24     0.04
QQQ vs IWM           0.43    -4.22    -7.49    -7.43
QQQ vs DIA           1.20    -3.27    -7.95     2.34
IWM vs DIA           0.77     0.95    -0.46     9.77

==============================================

==============================================
THEME PERFORMANCE
Legend: [] = Top 3   () = Bottom 3
==============================================

Rank  Theme                               Strength        D        W        M        Q   Rank Δ   Score Δ  Transition
------------------------------------------------------------------------------------------------------------------------
   1  Cloud Computing                       [8.66]     0.16     0.23        —        —        0      1.13  —
   2  Copper Mining                         [8.01]   [8.35]     8.50        —        —      -16      5.41  Neutral -> Leading
   3  Software                              [4.68]     1.19     0.74        —        —       -3      2.43  —
   4  Copper                                  4.34     1.62     1.41        —        —       -1      0.30  —
   5  Timber                                  1.84    -2.04    -3.71        —        —       +3     -1.14  —
   6  Internet                                1.51    -0.38     0.41        —        —       -2     -0.04  Neutral -> Leading
   7  Banking                                 1.47     0.23    -1.25        —        —       -5     -0.35  —
   8  Refining & Marketing                    1.06    -4.09    -8.42        —        —       +2     -0.97  —
   9  Artificial Intelligence                 0.91     2.48   [9.00]        —        —      -17      3.27  —
  10  Aerospace & Defense                     0.69     2.31    -0.54        —        —       -8      1.22  —
  11  Brokers/ Capital Markets                0.09    -0.09    -4.05        —        —       +3     -0.94  —
  12  Regional Banks                         -0.34    -1.71    -4.44        —        —        0     -1.02  —
  13  Telecom                                -0.51     0.53     1.66        —        —      -13      1.80  —
  14  Semiconductors                         -0.95     4.55  [12.60]        —        —      -17      5.56  Lagging -> Neutral
  15  Retail                                 -0.97    -2.28    -5.48        —        —       +3     -1.57  —
  16  Transportation/Shipping                -1.06     0.34    -2.22        —        —       -7      1.11  —
  17  Medical Devices                        -1.08    -3.74    -7.99        —        —       +8     -2.69  Leading -> Neutral
  18  Media                                  -1.20    -0.64    -5.22        —        —       -8      0.68  —
  19  Pharma                                 -1.22    -0.39    -8.42        —        —       +2     -1.51  —
  20  Insurance                              -1.61    -1.67 (-10.47)        —        —       +5     -2.26  —
  21  Healthcare                             -1.79    -2.30    -7.93        —        —      +10     -3.26  —
  22  Engineering And Construction           -2.20     3.34     2.56        —        —       -2      1.33  —
  23  Biotech                                -2.36     0.96    -4.95        —        —       -2      0.01  Lagging -> Neutral
  24  Infrastructure                         -2.62     0.27     0.81        —        —       -2      0.12  —
  25  Leisure And Entertainment              -2.84    -2.38    -9.31        —        —        0     -0.91  —
  26  Mlp                                    -3.40    -3.53    -5.34        —        —       +5     -2.30  —
  27  Reits                                  -3.79    -1.76    -7.23        —        —       +1     -1.78  —
  28  Exploration                            -4.25  (-7.97)    -9.03        —        —       +7     -3.02  Leading -> Neutral
  29  Nuclear Power                          -4.56   [4.83]   [8.92]        —        —       -1      2.96  —
  30  Uranium Mining                         -5.17     3.81     6.94        —        —       +1      1.51  —
  31  Brent Oil                              -5.34  (-7.81) (-13.80)        —        —      +21     -6.63  Neutral -> Lagging
  32  Natural Gas                            -5.70    -7.54    -4.07        —        —      +11     -3.49  —
  33  Agribusiness                         (-5.91)    -1.91    -9.74        —        —       +2     -1.24  —
  34  Crude Oil                            (-7.11)  (-8.55) (-14.68)        —        —      +20     -6.44  Neutral -> Lagging
  35  Rare Earth/Lithium                  (-11.35)   [4.76]     4.71        —        —        0      3.60  —

THEME BREADTH ANALYSIS
                          Theme  Total  Qualified Stocks  Breadth %  Breadth Score                      Leaders
  XNCR           Medical Devices              Neutral         95     80.4375          3
   BAX           Medical Devices              Neutral         97     80.3375          3
  GKOS           Medical Devices              Neutral         90     80.0875          3

UNCLASSIFIED LEADERS
----------------------------
Ticker      Industry
★★★★★ CBZ   Consulting Services
VIK         Leisure and Recreation Services
GENI        Internet - Content

========================================
DISTRIBUTION WATCHLIST
========================================
Ticker                     Theme Theme Class RS Δ RS Trend Leadership History Composite Δ Composite Trend
  SNDK                    Memory     Neutral    -        -          -       -           -               -
  ALAB           AI Connectivity     Neutral    -        -          -       -           -               -
   EAT               Restaurants     Unknown    -        -          -       -           -               -
   WDC                    Memory     Neutral    -        -          -       -           -               -
  EXTR             AI Networking     Neutral    -        -          -       -           -               -
   STX              Data Storage     Neutral    -        -          -       -           -               -
  ICHR   Semiconductor Equipment     Neutral    -        -          -       -           -               -
   MXL            Semiconductors     Neutral    -        -          -       -           -               -
   UMC                   Foundry     Neutral    -        -          -       -           -               -
   AMD                AI Compute     Neutral    -        -          -       -           -               -
  UCTT   Semiconductor Equipment     Neutral    -        -          -       -           -               -
  SIMO                    Memory     Neutral    -        -          -       -           -               -
   ASX            Semiconductors     Neutral    -        -          -       -           -               -
   VPG            Semiconductors     Neutral    -        -          -       -           -               -
    PD                  Software     Leading    -        -          -       -           -               -
  COHU     Semiconductor Testing     Neutral    -        -          -       -           -               -
  ACMR   Semiconductor Equipment     Neutral    -        -          -       -           -               -
  AMBQ            Semiconductors     Neutral    -        -          -       -           -               -
  INTC                AI Compute     Neutral    -        -          -       -           -               -
  DOCN      Cloud Infrastructure     Leading    -        -          -       -           -               -
  MUFG                   Banking     Leading    -        -          -       -           -               -
  LRCX   Semiconductor Equipment     Neutral    -        -          -       -           -               -
  FROG  Developer Infrastructure     Leading    -        -          -       -           -               -
   RPD                  Software     Leading    -        -          -       -           -               -
 TOELY   Semiconductor Equipment     Neutral    -        -          -       -           -               -
  ATEN                  Software     Leading    -        -          -       -           -               -
   TXN            Semiconductors     Neutral    -        -          -       -           -               -
   STM            Semiconductors     Neutral    -        -          -       -           -               -
  SVCO            Semiconductors     Neutral    -        -          -       -           -               -
   RSI Leisure and Entertainment     Unknown    -        -          -       -           -               -
  TWLO      Communications Cloud     Leading    -        -          -       -           -               -
  CEVA                  Software     Leading    -        -          -       -           -               -
  VICR            Semiconductors     Neutral    -        -          -       -           -               -
  WYFI                  Software     Leading    -        -          -       -           -               -

TRADINGVIEW WATCHLIST EXPORT
###LONG,DAVE,SEZL,DDOG,FTNT,SNOW,PANW,OKTA,NET,CBZ,PENG,PAY,RNG,APPS,BLZE,QLYS,PAYS,FSLY,CRWD,FIVN,PRCH,NTAP,LQDA,CRS,ZETA,EFOR,PGEN,GCT,S,BB,TENB,AMTB,NUE,VIK,GENI,ETON,ADPT,CDW,HNGE,AGEN,CDNA,VCTR,BFLY,TWST,CORT,NEO,SEPN,GH,TXG,KNSA,BLFS,
###OBSERVATION,AGL,PSNL,PBF,DK,PARR,AVTR,OII,NEOG,SAFT,CNMD,WKC,CLMT,BVS,CARE,MRVI,GSHD,MPC,VLO,DXCM,DINO,HAE,AMRX,NRIX,ILMN,WHD,OSCR,URGN,THC,ATRC,PTGX,ESTA,PSX,VCEL,DVA,DGX,TVTX,PGNY,IBRX,SKWD,TRV,CON,ENOV,AVAH,EQNR,THG,IQV,ALL,HALO,SUN,SM,INCY,VG,HUM,CNA,RYAN,BTSG,VVX,PACS,TGTX,NP,KRYS,VCYT,
###DISTRIBUTION,SNDK,ALAB,EAT,WDC,EXTR,STX,ICHR,MXL,UMC,AMD,UCTT,SIMO,ASX,VPG,PD,COHU,ACMR,AMBQ,INTC,DOCN,MUFG,LRCX,FROG,RPD,TOELY,ATEN,TXN,STM,SVCO,RSI,TWLO,CEVA,VICR,WYFI,

========================================
PIPELINE TRANSITIONS & STATE
========================================

--- NEW UPGRADES TODAY ---
New Longs       : AMTB, BB, CDW, CRS, GCT, GENI, PAY, ZETA
Recovered Longs : None

--- OBSERVATION PURGATORY ---
Day 1 (New)     : ATRC, BVS, CON, DGX, DVA, HAE, HALO, ILMN, MPC, MRVI, NEOG, NRIX, PACS, PSNL,
                  PSX, SAFT, SM, THC, TVTX, URGN, WHD
Day 2           : IQV, PTGX, TGTX, VCEL
Day 3           : BTSG, ESTA, GSHD, HUM, INCY, KRYS, SKWD, TRV, VCYT
Day 4           : ALL, CNA, ENOV, NP, RYAN, THG
Day 6           : CARE
Day 7           : MU, NESR

--- DISTRIBUTION TRACKING ---
Day 3           : FROG, RSI
Day 4           : RPD, TWLO
Day 6           : MUFG, SIMO, SNDK, STX, WYFI
Day 7           : ACMR, ALAB, AMD, ASX, ATEN, CEVA, DOCN, ICHR, MXL, UMC, VPG
Day 8           : AMBQ, COHU, LRCX, PD, STM, TOELY, TXN, UCTT, WDC
Day 9           : EAT
Day 10          : EXTR, INTC, SVCO, VICR

==============================================
END OF TABELA SCAN
==============================================
