

==============================================
TABELA DAILY MARKET SCAN
MARKET DATE: 2026-08-04

MARKET STATISTICS
--------------------------------------------------------------------------------------------------
ETF            State     5D%    20D%    50D%   200D%   RV.20   RV.50    20Dist    50Dist   200Dist
--------------------------------------------------------------------------------------------------
SPY              N/A   +3.05   +0.84   +0.81  +13.78    1.10    0.96     +0.94     +0.91     +7.21
QQQ              N/A   +3.11   -2.05   -2.88  +16.15    0.97    0.81     -0.45     -2.51     +7.86
IWM              N/A   +2.76   +1.95   +4.94  +22.10    0.96    0.78     +1.57     +1.98    +12.31
DIA              N/A   +2.06   +0.61   +3.92  +14.45    0.95    0.76     +0.85     +1.61     +7.09

RELATIVE PERFORMANCE
------------------------------------------------------------------------------------------
Pair                   1W       4W      10W      40W
----------------------------------------------------
SPY vs QQQ          -0.06     2.89     3.69    -2.37
SPY vs IWM           0.29    -1.11    -4.13    -8.32
SPY vs DIA           0.99     0.23    -3.11    -0.67
QQQ vs IWM           0.35    -4.00    -7.82    -5.95
QQQ vs DIA           1.05    -2.66    -6.80     1.70
IWM vs DIA           0.70     1.34     1.02     7.65

==============================================

==============================================
THEME PERFORMANCE
Legend: [] = Top 3   () = Bottom 3
==============================================

Rank  Theme                               Strength        D        W        M        Q   Rank Δ   Score Δ  Transition
------------------------------------------------------------------------------------------------------------------------
   1  Cloud Computing                       [9.63]     0.75   [5.46]        —        —       -1     -0.38  —
   2  Software                              [5.92]     1.31   [5.43]        —        —       -1     -1.12  —
   3  Copper Mining                         [5.07]     4.93     4.34        —        —       -1     -0.48  —
   4  Refining & Marketing                    4.18    -5.28    -4.48        —        —       +1     -4.31  —
   5  Copper                                  3.02    -0.57     1.19        —        —       -2     -0.87  Neutral -> Leading
   6  Timber                                  2.74    -2.23     0.51        —        —       -2     -1.09  —
   7  Internet                                1.85     0.10     2.91        —        —       -8      0.14  —
   8  Artificial Intelligence                 1.70   [6.66]   [5.85]        —        —       -5      3.39  Lagging -> Neutral
   9  Banking                                 0.89    -1.21    -1.48        —        —       -1     -0.86  —
  10  Telecom                                 0.76     3.05     0.81        —        —       -4      1.25  —
  11  Exploration                             0.70    -5.52    -2.18        —        —       +1     -2.50  —
  12  Regional Banks                          0.35    -1.18    -0.26        —        —       -6     -0.16  —
  13  Media                                   0.12     0.06    -2.30        —        —        0     -0.62  —
  14  Semiconductors                          0.06   [9.65]     5.03        —        —       -1      4.09  —
  15  Medical Devices                        -0.03    -3.57     0.80        —        —       -3     -0.88  Neutral -> Leading
  16  Retail                                 -0.26    -2.25    -0.19        —        —       -3     -0.68  —
  17  Transportation/Shipping                -0.29     1.33    -0.73        —        —       -2      0.22  —
  18  Aerospace & Defense                    -0.40     0.77    -3.59        —        —       +1     -0.45  —
  19  Brokers/ Capital Markets               -0.76    -3.81    -4.54        —        —       +5     -2.87  —
  20  Leisure And Entertainment              -1.37    -3.79    -2.56        —        —       +6     -2.88  —
  21  Natural Gas                            -1.65     1.13    -1.02        —        —      -18      4.62  —
  22  Mlp                                    -2.17    -3.60    -3.63        —        —       -2     -1.30  —
  23  Insurance                              -2.20  (-5.75)    -6.73        —        —       +9     -3.49  —
  24  Pharma                                 -2.34    -4.92  (-7.02)        —        —       +9     -3.41  —
  25  Healthcare                             -2.75    -5.68    -6.67        —        —       +3     -2.42  —
  26  Infrastructure                         -2.77     0.83    -0.70        —        —       -1      0.71  Lagging -> Neutral
  27  Biotech                                -3.31    -2.17    -4.38        —        —       +5     -2.18  Neutral -> Lagging
  28  Reits                                  -3.81    -3.43    -4.98        —        —       +5     -1.65  —
  29  Brent Oil                              -4.16  (-9.69)  (-9.78)        —        —       +4     -3.06  Leading -> Neutral
  30  Engineering And Construction           -4.21     3.49    -1.02        —        —       +1      2.16  —
  31  Crude Oil                              -5.00  (-9.47)  (-9.90)        —        —       +4     -3.03  Leading -> Neutral
  32  Agribusiness                           -5.24    -4.32    -6.72        —        —       +7     -3.08  Neutral -> Lagging
  33  Nuclear Power                        (-6.43)   [5.71]     2.14        —        —        0      2.75  —
  34  Uranium Mining                       (-7.47)     3.66     0.74        —        —        0      2.15  —
  35  Rare Earth/Lithium                  (-12.51)     3.66     0.93        —        —        0      0.06  —

THEME BREADTH ANALYSIS
                          Theme  Total  Qualified Stocks  Breadth %  Breadth Score                      Leaders
  MANH                  Software              Leading         80     82.2625          2
  AVAH           Medical Devices              Neutral         90     82.2150          2
     S             Cybersecurity              Leading         80     82.2125          3
  CNMD           Medical Devices              Neutral         97     82.1150          3
   BAX           Medical Devices              Neutral         98     82.0650          3
   SUN               Exploration              Neutral         90     81.8175          3
  PGNY           Medical Devices              Neutral         90     81.7650          1
  XNCR           Medical Devices              Neutral         95     81.6150          3
  SEPN           Medical Devices              Neutral         90     81.4650         4*
  AMRX           Medical Devices              Neutral         95     81.3150          3
  GKOS           Medical Devices              Neutral         90     81.2650          3
  EQNR               Exploration              Neutral         90     80.9175          3
  AVTR           Medical Devices              Neutral         98     80.9150          2
  OSCR                 Insurance              Neutral         95     80.7100          1
   AGL           Medical Devices              Neutral         99     80.2150          3

UNCLASSIFIED LEADERS
----------------------------
Ticker      Industry
★★★★★ CBZ   Consulting Services
VIK         Leisure and Recreation Services

========================================
DISTRIBUTION WATCHLIST
========================================
Ticker                     Theme Theme Class RS Δ RS Trend Leadership History Composite Δ Composite Trend
  SNDK                    Memory     Neutral    -        -          -       -           -               -
   EAT               Restaurants     Unknown    -        -          -       -           -               -
  ICHR   Semiconductor Equipment     Neutral    -        -          -       -           -               -
  UCTT   Semiconductor Equipment     Neutral    -        -          -       -           -               -
   STX              Data Storage     Neutral    -        -          -       -           -               -
   WDC                    Memory     Neutral    -        -          -       -           -               -
  AMBQ            Semiconductors     Neutral    -        -          -       -           -               -
  ALAB           AI Connectivity     Neutral    -        -          -       -           -               -
   VPG            Semiconductors     Neutral    -        -          -       -           -               -
    PD                  Software     Leading    -        -          -       -           -               -
  EXTR             AI Networking     Neutral    -        -          -       -           -               -
  MUFG                   Banking     Neutral    -        -          -       -           -               -
   AMD                AI Compute     Neutral    -        -          -       -           -               -
  SIMO                    Memory     Neutral    -        -          -       -           -               -
   UMC                   Foundry     Neutral    -        -          -       -           -               -
   ASX            Semiconductors     Neutral    -        -          -       -           -               -
   MXL            Semiconductors     Neutral    -        -          -       -           -               -
  DOCN      Cloud Infrastructure     Leading    -        -          -       -           -               -
  ACMR   Semiconductor Equipment     Neutral    -        -          -       -           -               -
   RPD                  Software     Leading    -        -          -       -           -               -
  FROG  Developer Infrastructure     Leading    -        -          -       -           -               -
  COHU     Semiconductor Testing     Neutral    -        -          -       -           -               -
  ATEN                  Software     Leading    -        -          -       -           -               -
  TWLO      Communications Cloud     Leading    -        -          -       -           -               -
  LRCX   Semiconductor Equipment     Neutral    -        -          -       -           -               -
 TOELY   Semiconductor Equipment     Neutral    -        -          -       -           -               -
   RSI Leisure and Entertainment     Unknown    -        -          -       -           -               -
  INTC                AI Compute     Neutral    -        -          -       -           -               -
   TXN            Semiconductors     Neutral    -        -          -       -           -               -
   STM            Semiconductors     Neutral    -        -          -       -           -               -
  WYFI                  Software     Leading    -        -          -       -           -               -
  CEVA                  Software     Leading    -        -          -       -           -               -
  SVCO            Semiconductors     Neutral    -        -          -       -           -               -
  VICR            Semiconductors     Neutral    -        -          -       -           -               -

TRADINGVIEW WATCHLIST EXPORT
###LONG,DAVE,SEZL,SNOW,FTNT,DDOG,PANW,OKTA,NET,CBZ,RNG,BLZE,QLYS,APPS,CRWD,FIVN,LQDA,PENG,NTAP,FSLY,PAYS,VCTR,PRCH,EFOR,ADPT,ETON,VVX,TENB,PGEN,VG,VIK,NUE,CDNA,AGEN,PBF,OII,BFLY,TWST,CORT,DK,NEO,HNGE,PARR,TXG,IBRX,BLFS,DXCM,KNSA,VLO,GH,WKC,
###OBSERVATION,PSNL,NEOG,SAFT,HAE,BVS,MRVI,CARE,MPC,GSHD,ILMN,DVA,ATRC,THC,WHD,PSX,MU,ENOV,CON,VCEL,NRIX,HUM,PTGX,SM,IQV,URGN,PACS,DGX,ESTA,THG,TRV,SKWD,NESR,TVTX,HALO,ALL,CNA,INCY,RYAN,BTSG,TGTX,NP,KRYS,VCYT,
###DISTRIBUTION,SNDK,EAT,ICHR,UCTT,STX,WDC,AMBQ,ALAB,VPG,PD,EXTR,MUFG,AMD,SIMO,UMC,ASX,MXL,DOCN,ACMR,RPD,FROG,COHU,ATEN,TWLO,LRCX,TOELY,RSI,INTC,TXN,STM,WYFI,CEVA,SVCO,VICR,

========================================
PIPELINE TRANSITIONS & STATE
========================================

--- NEW UPGRADES TODAY ---
New Longs       : NUE
Recovered Longs : None

--- OBSERVATION PURGATORY ---
Day 1 (New)     : IQV, PTGX, TGTX, VCEL
Day 2           : BTSG, ESTA, GSHD, HUM, INCY, KRYS, SKWD, TRV, VCYT
Day 3           : ALL, CNA, ENOV, NP, RYAN, THG
Day 5           : CARE
Day 6           : MU, NESR

--- DISTRIBUTION TRACKING ---
Day 2           : FROG, RSI
Day 3           : RPD, TWLO
Day 5           : MUFG, SIMO, SNDK, STX, WYFI
Day 6           : ACMR, ALAB, AMD, ASX, ATEN, CEVA, DOCN, ICHR, MXL, UMC, VPG
Day 7           : AMBQ, COHU, LRCX, PD, STM, TOELY, TXN, UCTT, WDC
Day 8           : EAT
Day 9           : EXTR, INTC, SVCO, VICR

==============================================
END OF TABELA SCAN
==============================================
