

==============================================
TABELA DAILY MARKET SCAN
MARKET DATE: 2026-07-21

MARKET STATISTICS
--------------------------------------------------------------------------------------------------
ETF            State     5D%    20D%    50D%   200D%   RV.20   RV.50    20Dist    50Dist   200Dist
--------------------------------------------------------------------------------------------------
SPY              N/A   -0.87   +2.00   +1.45  +11.81    0.67    0.64     +0.44     +0.46     +7.28
QQQ              N/A   -1.22   -0.66   -0.32  +17.04    0.80    0.74     -0.80     -1.43    +10.46
IWM              N/A   +0.26   +0.41   +4.35  +21.52    0.75    0.66     -0.01     +2.01    +12.35
DIA              N/A   -0.84   +0.95   +5.12  +12.13    0.77    0.64     -0.27     +1.61     +6.79

RELATIVE PERFORMANCE
------------------------------------------------------------------------------------------
Pair                   1W       4W      10W      40W
----------------------------------------------------
SPY vs QQQ           0.35     2.66     1.77    -5.23
SPY vs IWM          -1.13     1.59    -2.90    -9.71
SPY vs DIA          -0.03     1.05    -3.67    -0.32
QQQ vs IWM          -1.48    -1.07    -4.67    -4.48
QQQ vs DIA          -0.38    -1.61    -5.44     4.91
IWM vs DIA           1.10    -0.54    -0.77     9.39

==============================================

==============================================
THEME PERFORMANCE
Legend: [] = Top 3   () = Bottom 3
==============================================

Rank  Theme                               Strength        D        W        M        Q   Rank Δ   Score Δ  Transition
------------------------------------------------------------------------------------------------------------------------
   1  Healthcare                            [8.05]     0.54     0.83        —        —       -2     -0.14  —
   2  Brent Oil                             [7.94]  (-3.01)   [8.23]        —        —        0     -2.78  —
   3  Exploration                           [7.81]     0.28   [7.67]        —        —        0     -0.51  —
   4  Pharma                                  6.59     0.98     4.32        —        —       +1     -1.02  —
   5  Crude Oil                               6.55  (-2.21)   [8.67]        —        —       +2     -2.29  —
   6  Biotech                                 5.46     0.13    -0.08        —        —       +2     -1.33  —
   7  Insurance                               4.80    -1.04    -0.42        —        —        0      0.03  —
   8  Regional Banks                          3.96    -1.57     3.30        —        —       +2     -1.19  Leading -> Neutral
   9  Banking                                 3.29    -0.86     1.60        —        —        0     -0.67  —
  10  Mlp                                     3.20    -1.08     2.16        —        —       -2      0.13  —
  11  Cloud Computing                         2.76    -1.57  (-3.58)        —        —       -3      0.27  Neutral -> Leading
  12  Reits                                   2.44    -0.46     3.47        —        —       -1     -0.25  —
  13  Transportation/Shipping                 2.10    -0.85     1.13        —        —       +3     -0.87  —
  14  Copper                                  2.01     3.32     5.48        —        —       -5      1.58  —
  15  Agribusiness                            1.75    -0.99     3.28        —        —        0     -0.47  —
  16  Media                                   1.68     0.30    -1.27        —        —       -1     -0.04  —
  17  Software                                0.48    -1.91    -1.28        —        —       -2      0.19  —
  18  Brokers/ Capital Markets               -0.04    -0.69    -0.27        —        —       -1      0.21  —
  19  Retail                                 -0.22    -1.98     1.55        —        —       +2     -0.93  —
  20  Leisure And Entertainment              -0.25    -0.21     0.22        —        —       -1      0.41  —
  21  Internet                               -0.53    -0.24  (-2.35)        —        —        0      0.34  —
  22  Timber                                 -0.60    -1.15     3.34        —        —       +3     -0.66  —
  23  Medical Devices                        -0.98    -0.22     1.15        —        —       +1      0.09  —
  24  Telecom                                -1.61     0.76    -1.64        —        —       -1     -0.72  —
  25  Natural Gas                            -1.84    -0.60     4.41        —        —        0     -0.94  —
  26  Semiconductors                         -1.94     2.72  (-2.44)        —        —       +1     -0.28  —
  27  Infrastructure                         -2.78    -0.72     0.56        —        —       -1     -0.63  —
  28  Artificial Intelligence                -3.58     2.40    -2.21        —        —        0      0.25  —
  29  Aerospace & Defense                    -4.26     1.63     2.35        —        —       -1      1.18  —
  30  Engineering And Construction           -4.73  (-3.64)    -0.83        —        —       +4     -2.72  —
  31  Copper Mining                          -5.57   [6.45]     6.80        —        —        0      2.64  —
  32  Uranium Mining                      (-12.86)   [4.18]     0.10        —        —       -1      1.68  —
  33  Nuclear Power                       (-13.35)   [3.56]    -0.09        —        —       +1      1.04  —
  34  Rare Earth/Lithium                  (-17.30)     0.17    -0.23        —        —        0     -1.04  —

THEME BREADTH ANALYSIS
                          Theme  Total  Qualified Stocks  Breadth %  Breadth Score                      Leaders
  RELY                   Banking              Neutral         80     78.8525          3
  ATEN                  Software              Neutral         90     78.6025          3
  DELL                AI Servers              Lagging         99     78.5875          1
   RPD                  Software              Neutral         95     78.5525         4*
  TWLO      Communications Cloud              Neutral         80     78.1400          1
   MXL            Semiconductors              Neutral         99     78.0975          3
  NTAP       Data Infrastructure              Neutral         90     77.4025          3
  ACMR   Semiconductor Equipment              Neutral         98     77.2475          3
   ASX            Semiconductors              Neutral         95     76.8475          2
  MUFG                   Banking              Neutral         80     76.7525          3
  CEVA                  Software              Neutral         90     76.2025          3
  ALAB           AI Connectivity              Lagging         90     76.1375          3
   HPE                AI Servers              Lagging         95     76.0875          1
  ICHR   Semiconductor Equipment              Neutral         99     75.8975         4*
   VPG            Semiconductors              Neutral         98     75.7475          3
   UMC                   Foundry              Neutral         97     75.3975         4*
   WDC                    Memory              Neutral         95     74.8975          1
  KNSA           Medical Devices              Neutral         80     74.7675          1
  UCTT   Semiconductor Equipment              Neutral         98     74.7475          1
 TOELY   Semiconductor Equipment              Neutral         90     74.5475          1
     S             Cybersecurity              Neutral         80     74.3525          2
  AMAT   Semiconductor Equipment              Neutral         90     73.7975          2
  COMP                  Software              Neutral         80     73.7025          3
  AMBQ            Semiconductors              Neutral         99     73.2975          3
  EXTR             AI Networking              Lagging         95     72.8875          3
   VSH            Semiconductors              Neutral         90     71.3475          3
   STM            Semiconductors              Neutral         90     70.9475          1
  PRCH                  Software              Neutral         80     70.9025         4*
  INTC                AI Compute              Lagging         90     69.1375          1
  NTCT        Optical Networking              Neutral         80     66.4475          3

UNCLASSIFIED LEADERS
----------------------------
Ticker   Industry
RSI      Gaming

========================================
DISTRIBUTION WATCHLIST
========================================
No qualified distribution candidates today.

TRADINGVIEW WATCHLIST EXPORT
###LONG,SEZL,VG,OSCR,PARR,PAYS,DK,VCTR,DINO,DAVE,PBF,CEPL,CLMT,NESR,DDOG,VLO,DOCN,SNOW,OII,MPC,LQDA,LB,RSI,FTNT,PENG,FA,APPS,LLY,HNGE,EVER,NET,OKTA,MU,PSX,PANW,IBKR,BLZE,WKC,BB,STX,QLYS,CARE,FROG,SUN,CRWD,SNDK,SKWD,VRNS,AMD,TENB,SIMO,
###OBSERVATION,NBIS,ARM,KLIC,OUST,COHU,MKSI,MRVL,WYFI,MRX,SYNA,LRCX,WSBC,CSCO,VIRT,ALGM,CRDO,BUSE,UMBF,TXN,RBRK,PLMR,MAMA,PD,SVCO,VICR,
###DISTRIBUTION,,

WATCHLIST DELTA
----------------------------------------
Long         (+3) : CEPL, IBKR, LLY
Observation  (+5) : PD, PLMR, RBRK, UMBF, WSBC
Distribution (+0) : None
Left Dist    (-0) : None

RECOVERING LEADERS
----------------------------------------
Observation : IBKR
Distribution: None

========================================
STOCK TRANSITIONS
========================================

Observation (26)
Day 1  ( 5) : PD, PLMR, RBRK, UMBF, WSBC
Day 3  (17) : ARM, BAP, BUSE, COHU, KLIC, LRCX, MAMA, MKSI, MRVL, MRX, NBIS, OUST, SVCO, SYNA,
              TXN, VIRT, WYFI
Day 5  ( 3) : ALGM, CRDO, CSCO
Day 7  ( 1) : VICR

Distribution (0): None

==============================================
END OF TABELA SCAN
==============================================
