Company Name,Ticker,Market Cap (mil),Avg Volume,Last Close,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),Zacks Industry Rank,Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),Operating Margin 12 Mo %,Net Margin %,Current ROE (TTM),52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Zacks Rank,Industry,Sector
"ADTRAN Holdings, Inc.","ADTN","1210.92","2640626","14.95","-14.86","-5.2","27.67","72.04","22","17.46","14.35","1182.87695","293.26","2.19","-3.18","10.94","19.4","7.25","63.37","62.06","3","Communication - Components","Computer and Technology"
"Ameren","AEE","30102.27","1737964","108.77","2.39","-.29","-1.79","8.92","148","15.43","6.67","9474.94628","2339.44995","16.19","17.17","10.94","114.32","94.38","72.17","2.6","3","Utility - Electric Power","Utilities"
"Aehr Test Systems","AEHR","2935.22","2141574","93.32","-18.56","-9.62","157.01","362.21","80","-10.95","17.38","86.59999","14.6","-6.39","-25.23","-7.15","116.58","11.15","77.94","335.4","3","Electronics - Measuring Instruments","Computer and Technology"
"Agnico Eagle Mines","AEM","76314.62","2279286","152.48","-11.17","-22.19","-22.24","-10.06","172","43.71","28.73","16599.79296","3941.51","37.8","39.46","21.09","252.19","116.12","26.72","-15.27","3","Mining - Gold","Basic Materials"
"American Eagle Outfitters","AEO","2937.56","6060972","17.53","7.28","13.68","1.62","-33.52","77","3.16","3.07","5793.16015","1365.12304","6.08","5.01","20.95","28.19","9.31","43.54","-37.38","3","Retail - Apparel and Shoes","Retail-Wholesale"
"American Electric Power","AEP","69933.81","4851540","128.53","1.76",".45","-1.86","11.47","148","10.93","5.93","24147.85156","5447.96191","14.52","16.29","10.21","137.15","101.2","76.02","5","3","Utility - Electric Power","Utilities"
"Aercap","AER","22540.02","1284285","135.07",".42","-5.47","-.53","-6.04","30","6.5","12.54","8418.21289","2068.85498","33.58","45.22","16.01","154.83","107.25","58.47","-11.49","3","Transportation - Equipment and Leasing","Transportation"
"AES","AES","10433.5","9059807","14.63","-.54","1.39","3.17","2.02","148","-.37","2.15","13785.57714","3100","15.68","10.78","22.66","17.28","10.15","62.83","-3.9","4","Utility - Electric Power","Utilities"
"Atlas Energy Solutions Inc.","AESI","2127.14","2868264","17.03","-4.91","-10.13","25.87","80.79","199","3.73","32.48","1098.72302","275.57998","-8.5","-9.29","-7.42","19.75","8.1","76.65","70.3","3","Oil and Gas - Integrated - United States","Oils-Energy"
"Aeva Technologies","AEVA","1430.4","2576311","22.69","-10.35","11.99","55.41","70.86","111","99.44","21.53","32.75699","5.92","-482.33","-693.94","-603.21","37.79","9.19","47.2","60.95","3","Automotive - Original Equipment","Auto-Tires-Trucks"
"Aflac","AFL","59607.22","2529790","117.11","2.28","1.41","8.52","6.2","112","-9.31","-6.02","17067.2871","4271.43505","21.77","25.6","13.88","118.67","98.09","92.42",".04","3","Insurance - Accident and Health","Finance"
"Affirm","AFRM","21034.98","4487227","62.81","-5.22","-1.13","41.4","-15.61","83","39.66","36.16","4210.64404","1106.82397","9.63","9.63","11.17","92.18","42.53","40.85","-20.51","3","Internet - Software","Computer and Technology"
"First Majestic Silver","AG","7757.12","11478014","15.71","-20.54","-34.49","-22.8","-5.7","62","124.25","14.12","1352","","23.28","19.51","11.19","32.01","7.83","32.59","-11.17","3","Mining - Silver","Basic Materials"
"iShares Core U.S. Aggregate Bond ETF","AGG","136493.61","8162976","98.31","-.19","-.36","-1.08","-1.57","112","","","","","","","","101.4","97.4","22.75","-7.28","","Financial - Investment Funds","Finance"
"Alamos Gold","AGI","13838.25","3005832","33.01","-12.67","-24.38","-21.2","-14.44","172","34.29","21.07","2561","","36.63","51.24","18.03","55.33","24.3","28.07","-19.4","3","Mining - Gold","Basic Materials"
"AGNC Investment","AGNC","11685.92","14077942","10.18",".1","-4.23","-1.17","-5.04","215","19.46","31.9","1465.71997","361.51998","212.81","39.5","18.31","12.17","9.19","33.22","-10.55","2","REIT and Equity Trust","Finance"
"American Healthcare REIT, Inc.","AHR","9023.26","2676921","46.82",".49","-9.28","-10.94","-.51","95","9.15","11.46","2767.04711","","4.24","4.23","3.33","53.19","35.2","64.59","-6.28","2","REIT and Equity Trust - Other","Finance"
"C3.ai","AI","1569.15","7629462","10.8",".84","24.85","25.44","-19.88","164","-35.67","10.28","221.49299","50.991","-75.79","-187.95","-60.2","29.16","7.76","14.21","-24.53","3","Computers - IT Services","Computer and Technology"
"American International Group","AIG","39733.65","3541843","74.94","3.29","-1.11",".82","-12.4","151","-1.75","-15.41","29164.52148","7294.21484","16.14","11.86","10.93","86.59","71.89","20.75","-17.48","3","Insurance - Multi line","Finance"
"Arteris","AIP","1547.22","1082698","33.51","-10.5","-5.74","115.5","116.19","83","22.27","12.82","94.83999","23.5","-14.23","-44.92","","37.94","7.94","85.23","103.65","2","Internet - Software","Computer and Technology"
"Arthur J. Gallagher & Co.","AJG","56553.96","1689712","220.14","8.71","14.66","5.09","-14.94","158","22.29","14.31","16777.11523","4031.40991","20.24","10.76","12.83","325.98","192","21","-19.87","3","Insurance - Brokerage","Finance"
"Akamai Technologies","AKAM","18895.75","5188137","129.97","-18.95","-19.34","19.39","48.96","175","5.44","5.04","4493.63378","1093.09497","24.13","10.2","12.96","161.14","70.53","65.6","40.32","5","Internet - Services","Computer and Technology"
"Acadia Realty Trust","AKR","2857.27","1272540","21.4","-1.74","1.18","6.57","4.19","159","14.2","7.93","","","9.77","9.77","1.51","22.53","18.07","74.66","-1.86","4","REIT and Equity Trust - Retail","Finance"
"Astera Labs, Inc.","ALAB","56712.02","6033580","330.86","-8.99","47.65","161.88","98.88","83","115.13","","1534.651","360.21398","38.05","26.72","18.49","363.54","85.95","88.23","87.35","3","Internet - Software","Computer and Technology"
"Albemarle","ALB","17362.34","2026049","147.22","-12.55","-26.73","-11.22","4.09","90","-4.37","8.46","5988.49218","1481.08801","7.53","-5","5.22","215.62","56.66","56.97","-1.95","1","Chemical - Diversified ","Basic Materials"
"Alcon","ALC","32699.09","2089198","66.11","2.94","4.21","-12.72","-16.12","151","4.94","5.99","11068.00976","2764.14501","14.89","7.7","7.11","92.22","62.02","13.54","-20.98","3","Medical - Instruments","Medical"
"Allegro MicroSystems","ALGM","8294.35","2193142","44.54","-16.14","-3.11","41.31","68.84","50","22.77","4.02","1056.60498","252.99","11.24","-1.67","6.09","53.62","22.8","70.54","59.05","2","Electronics - Semiconductors","Computer and Technology"
"Align Technology","ALGN","12210.89","1007873","170.5","5.44","5.41","-1.11","9.19","64",".9","1.64","4185.91796","1052.16198","19.31","10.5","15.82","207.19","124.88","55.42","2.86","1","Medical - Dental Supplies","Medical"
"Alignment Healthcare","ALHC","4250.45","6139665","20.56","44.28","12.53","13.03","4.1","109","46.06","34.83","5190.09814","1317.36694",".47",".47","11.5","23.81","11.64","73.29","-1.94","1","Medical Services","Medical"
"Alaska Air Group","ALK","4644.36","3193957","41.68","-.45","8.09","10.03","-17.14","204","21.34","24","15836.58593","4098.20996","1.36",".51","4.96","63.86","34.19","25.24","-21.94","3","Transportation - Airline","Transportation"
"Alkermes","ALKS","7307.07","1870493","43.84","2.53","12.67","61.18","56.68","153","-5.25","8.74","1810.656","453.17098","11.59","9.78","9.26","44.29","26.13","97.52","47.6","3","Medical - Biomedical and Genetics","Medical"
"Alkami Technology","ALKT","1606.36","1489646","15.01","-9.69","-9.41","-13.79","-34.94","83","32.89","30.04","534.513","131.19999","8.9","-10.55","-8.91","30.81","15.01","0","-38.71","3","Internet - Software","Computer and Technology"
"Allstate","ALL","57492.39","1676252","223.34","6.69","3.62","9.28","7.3","74","5.58","8.36","71401.75","17724.8125","16.48","17.81","42.66","224.58","190","96.41","1.07","3","Insurance - Property and Casualty","Finance"
"Ally Financial","ALLY","12837.19","3107253","41.88","2.32",".41","11.41","-7.53","30","-3.26","-.6","8795.45019","2242.04003","17.33","16.47","11.41","47.06","35.96","53.33","-12.89","3","Financial - Consumer Loans","Finance"
"Almonty Industries Inc.","ALM","4367.41","4738926","15.3","-23.35","-21.66","-13.95","73.67","159","10.56","","259.96301","52.657","-49.16","-262.29","-11.01","23.42","3.42","59.4","63.59","3","Mining - Miscellaneous","Basic Materials"
"Alumis Inc.","ALMS","2557.49","1000389","20.06","-.1","-19.31","-21.09","105.53","153","","","8.97439","6.7367","-4592.5","-2825.7","-88.79","29.98","2.8","63.5","93.61","3","Medical - Biomedical and Genetics","Medical"
"Aeluma, Inc.","ALMU","408.21","1569749","22.3","-16.79","-29.18","56.27","29.88","50","407.62","","","","-39.4","-115.57","-12.03","31.49","10.73","55.73","22.34","","Electronics - Semiconductors","Computer and Technology"
"REalloys Inc.","ALOY","851.48","2264699","13.91",".8","56.47",".36","71.83","156","-5.3","-22.51","","","-4329.05","-4326.08","-382.09","25.88","4.75","43.35","61.87","","Technology Services","Business Services"
"Antero Midstream","AM","10207.32","1985417","21.49","1.03","-.32","-5.5","20.8","199","7.43","7.65","1279.15405","319.79","33.9","33.9","20.38","23.6","16.87","68.65","13.79","3","Oil and Gas - Integrated - United States","Oils-Energy"
"Applied Materials","AMAT","394605.78","8334681","497.01","-.75","13.83","42.22","93.4","50","4.39","4.73","33132.03515","8996.02148","27.24","29.31","36.97","501.7","156.25","98.64","82.18","2","Electronics - Semiconductors","Computer and Technology"
"Ambarella","AMBA","2747.46","1769097","62.63","-15.14","-23.72","16.07","-11.59","50","37.15","1.86","441.92498","108.02799","7.13","-17.19","-10.94","95.51","48.65","29.83","-16.72","3","Electronics - Semiconductors","Computer and Technology"
"Amcor","AMCR","17647.73","3570892","38.17",".77","-2.38","-4.22","-8.47","197","10.04","5.75","23212.31445","6074.44189","7.67","3.06","14.55","50.58","36.69","10.65","-13.77","3","Containers - Paper and Packaging","Industrial Products"
"Advanced Micro Devices","AMD","737683.69","30132374","452.4","-16.61","1.55","126.81","111.24","19","34.34","17.68","48693.41015","11242.7871","20.1","13.37","9.55","542.52","116.16","78.86","98.99","3","Computer - Integrated Systems","Computer and Technology"
"AMETEK","AME","50832.64","1075089","221.78","-2.83","-4.17","4.23","8.02","21","6.63","7.73","8000.47998","1957.88","23.23","20.11","16.63","241.46","175.55","70.14","1.76","2","Electronics - Testing Equipment","Computer and Technology"
"Amgen","AMGN","182275.69","2415583","337.73","-.14",".38","-3.91","3.18","153","9.95","9.26","37863.20312","9442.38964","32.21","20.96","137.41","388.16","271.18","56.89","-2.8","3","Medical - Biomedical and Genetics","Medical"
"American Homes 4 Rent","AMH","11978.99","2857143","33.22","3.04","5.66","17.51","3.49","183","7.03","9.06","1890.53002","466.134","25.27","25.27","6.08","36.94","27.38","61.09","-2.51","3","REIT and Equity Trust - Residential","Finance"
"Amkor Technology","AMKR","17254.41","5007017","69.61","-7.43","-6.7","48.52","76.32","50","6.18","1.65","7590.63818","1803.234","6.17","6.17","9.88","78.1","19.87","85.42","66.09","3","Electronics - Semiconductors","Computer and Technology"
"Amylyx Pharmaceuticals","AMLX","1496.57","1078191","13.46","1.97","-7.68","-2.39","11.42","147","-77.06","","","","22448.42","","-55.69","18.36","5.02","63.27","4.96","3","Medical - Drugs","Medical"
"AMN Healthcare Services","AMN","1139.53","1042331","29.38","-3.07","-4.83","63.86","86.42","67","-8.49","-8.94","3251.9851","625.90002","3.43","-.95","18.01","31.69","15.1","86.08","75.61","3","Business - Services","Business Services"
"Amprius Technologies, Inc.","AMPX","2326.93","8599663","16.43","-24.43","-6.22","-13.07","108.24","156","202.11","192.84","132.893","29.07799","-19.03","-43.98","-17.48","22.91","3.13","67.24","96.16","4","Technology Services","Business Services"
"Amneal Pharmaceuticals","AMRX","4887.43","1651437","15.32","18.99","23.65","23.65","21.59","147","8.05","9.7","3121.97509","767.80499","9.59","4.01","-313.96","15.32","7.61","100","14.53","2","Medical - Drugs","Medical"
"Amrize Ltd","AMRZ","27936.17","3408004","50.51","-6.2","-.61","-7.58","-6.6","190",".95","","12474.30273","3384.77709","10.67","9.7","9.84","65.86","46.65","20.09","-12.02","3","Building Products - Miscellaneous","Construction"
"American Superconductor","AMSC","1754.2","1374068","36.78","-21.19","-34","22.03","27.8","52","34.26","29.67","361.95001","86.44999","52.85","44.73","32.19","66.68","25.95","26.59","20.39","3","Electronics - Miscellaneous Components","Computer and Technology"
"American Tower","AMT","89684.41","3049943","192.5","5.63","10.72","6.54","9.64","95","5.11","3.21","10914.33105","2708.10595","26.81","26.81","27.79","232.35","167.27","38.77","3.28","3","REIT and Equity Trust - Other","Finance"
"Amentum Holdings, Inc.","AMTM","5374.96","1885048","22","-4.97","-4.97","-18.73","-24.14","62","71.59","","14197.74707","3596.94311","4","1.04","11.74","37.53","21.48","3.24","-28.54","3","Engineering - R and D Services","Construction"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","76544.3","1260220","25.43","-.43","-6.23","7.25","23.03","225","3.21",".99","55892.53906","13842.07519","9.23","9.23","19.77","27.42","16.83","81.21","15.89","3","Wireless Non-US ","Computer and Technology"
"Amazon.com","AMZN","2560192","38680648","238","-4.81","-11.89","13.4","3.11","148","12.38","11.2","824391.875","196441.28125","10.44","12.22","19.92","274.99","198.79","51.46","-2.87","3","Internet - Commerce","Retail-Wholesale"
"Arista Networks","ANET","191096.56","9198464","151.76","-12.97","7.87","11.53","15.82","83","28.6","31.41","11567.07031","2821.08496","41.61","38.32","30.1","177.73","86.25","71.61","9.1","3","Internet - Software","Computer and Technology"
"Abercrombie & Fitch","ANF","3791.36","1564635","85.33","11.66","18.68","-.74","-32.21","77","6.42","10.14","5459.63183","1256.19201","8.8","9.34","34.36","129.85","65.61","30.7","-36.14","3","Retail - Apparel and Shoes","Retail-Wholesale"
"Aon","AON","71832.34","1482077","336.33","6.57","8.18","5.8","-4.69","158","9.45","9.31","17967.73242","4281.41015","22.1","22.54","43.5","375.27","308.27","41.88","-10.22","3","Insurance - Brokerage","Finance"
"A. O. Smith","AOS","7886.55","1536798","57.22",".86",".42","-10.62","-14.44","87",".32","2.17","3910.76708","996.11401","13.84","13.84","28.42","80.47","55.78","5.83","-19.41","5","Manufacturing - Electronics","Industrial Products"
"APA","APA","13429.22","5036417","38","-.86","2.79","3.8","55.36","109","-5.31","4.69","9278.71386","2494.82788","16.52","17.38","20.7","44.39","17.8","75.97","46.35","3","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Air Products and Chemicals","APD","61573.44","1136260","276.51","-2.04","-9.7","-1.74","11.94","90","-.52","2.47","12698.25097","3172.69897","22.98","16.91","16.11","306.2","230.76","60.64","5.45","2","Chemical - Diversified ","Basic Materials"
"APi Group","APG","17918.31","2452412","41.36","-2.13","-4.39",".71","8.1","67","12.72","16.15","8681.41015","2199.12695","15.35","3.85","37.63","49.4","31.77","54.39","1.83","3","Business - Services","Business Services"
"Apogee Therapeutics Inc.","APGE","5120.59","1013127","82.72","-1.75","-1.45","23.89","9.59","153","","","","","","","-32.64","92.2","34.65","83.53","3.24","3","Medical - Biomedical and Genetics","Medical"
"Amphenol","APH","183575.59","10421855","149.22","1.08","19.72","16.75","10.42","30","51.71","18.12","33336.41015","8183.89013","18.71","17.24","37.44","166.25","92.49","76.91","4.01","2","Electronics - Connectors","Computer and Technology"
"Applied Digital Corporation","APLD","11122.15","21044274","38.92","-12.95","-14.42","46.04","58.73","148","-12.91","98.27","783.65002","172.5","-51.18","-52.84","-15.91","49.65","9.18","73.49","49.52","5","Financial - Miscellaneous Services","Finance"
"Apple Hospitality REIT","APLE","3744.03","2652976","15.86","4.41","15.01","34.52","33.84","95","-1.33","12.51","1447.92004","393.73001","12.08","12.08","5.43","15.92","11.17","98.74","26.08","2","REIT and Equity Trust - Other","Finance"
"Apollo Global Management","APO","75604.51","3171211","131.14","5.46","-.35","17.93","-9.41","197","22.73","54.44","5351.22216","1310.46997","127.65","3.62","14.43","156.05","100.3","55.32","-14.66","4","Financial - Investment Management","Finance"
"AppLovin","APP","165611.7","4518677","492.98","-13.64","8.7","11.39","-26.84","156","16.38","22.85","8263.97753","1940.25598","63.52","64.29","219.37","733.6","324.7","41.15","-31.08","3","Technology Services","Business Services"
"Digital Turbine","APPS","1233.17","9999597","10.22","17.88","148.06","213.5","104.4","83","15.24","-11.06","","","11.28","-6.68","27.6","10.22","2.82","100","92.54","1","Internet - Software","Computer and Technology"
"APTIV PLC","APTV","13797.66","4136586","65.2","-15.13","20.27","-7.03","-14.31","156","3.47","6.68","15054.92675","3297.55908","8.23","1.77","17.83","88.67","52.57","34.99","-19.28","5","Technology Services","Business Services"
"Antero Resources","AR","11042.55","4216647","35.64","-2.44","-2.99","-14.12","3.42","109","21.97","1.53","6623.14501","1520.58996","11","16.39","7.8","45.15","29.87","37.76","-2.57","3","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Ares Capital","ARCC","13671.16","4633084","19.04","1.93","1.38","4.16","-5.88","196","2.07","15.54","3110.23193","771.083","45.34","37.3","9.85","23.25","17.45","27.41","-11.34","3","Financial - SBIC & Commercial Industry","Finance"
"Alexandria Real Estate Equities","ARE","9116.04","1977860","52.31","2.03","10.66","8.28","6.89","95","-2.88","9.79","2605.24804","642.56201","-36.03","-36.03","-5.21","87.45","40.41","25.3",".69","3","REIT and Equity Trust - Other","Finance"
"Ares Management","ARES","42322.75","2253010","128.31","4.23","4.16","21.08","-20.62","197","44.19","9.3","6077.19384","1356.406","33.24","10.54","22.14","192.76","96.5","33.05","-25.22","3","Financial - Investment Management","Finance"
"Apollo Commercial Real Estate Finance","ARI","1426.02","1146855","10.89","0","-.55","4.71","12.5","215","-10.56",".65","169.96","53.77","97.02","48.01","7.87","11.22","9.62","79.38","5.97","3","REIT and Equity Trust","Finance"
"Aris Mining Corporation","ARIS","2935.26","1125792","14.22","-15.61","-27.85","-19.43","-12.38","172","81.68","24.17","","","29.53","15.19","20.97","22.68","6.39","48.07","-17.47","5","Mining - Gold","Basic Materials"
"Arlo Technologies","ARLO","1338.07","1222242","12.32","-4.5","-2.53","-13.18","-11.94","83","3.6","4.6","565.46301","148.347","16.35","5.47","18.66","19.44","11.23","13.28","-17.05","3","Internet - Software","Computer and Technology"
"ARM Holdings PLC Sponsored ADR","ARM","328359.44","12103414","307.43","-25.35","38.98","139.51","181.25","50","22.79","23.82","5951.5708","1266.26696","38.56","18.37","12.43","411.83","104.55","66.02","164.93","3","Electronics - Semiconductors","Computer and Technology"
"Aramark","ARMK","14015.42","2839707","53.3","-.45","5.02","33.75","44.6","207","6.35","8.77","19963.04492","4950.31494","2.79","1.84","17.05","54.39","36.04","94.06","36.21","2","Retail - Restaurants","Retail-Wholesale"
"Archrock","AROC","6255.09","1624382","35.69","4.33","-3.02","-.14","37.16","208","28.7","16.32","1552.19494","390.39999","22.04","21.45","22.89","39.83","22","76.78","29.21","3","Oil and Gas - Field Services","Oils-Energy"
"Arcutis Biotherapeutics","ARQT","2905.69","1633937","23.23","8.81","7.1","4.45","-20.01","153","91.34","188.19","498.962","119.4","-.57","-.57","-1.41","31.2","13.26","55.57","-24.65","4","Medical - Biomedical and Genetics","Medical"
"ARMOUR Residential REIT","ARR","2087.7","2799129","16.83","-1.41","-3.22","1.26","-4.86","215","45.28","68.13","258.20001","59.2","167.45","27.43","15.39","19.12","14.05","54.83","-10.38","3","REIT and Equity Trust","Finance"
"Arrowhead Pharmaceuticals","ARWR","9962.82","1471672","70.73","-2.51","-9.18","24.72","6.54","153","23258.15","46.7","472.66101","62.09999","-48.38","-48.38","-55.09","79.69","14.71","86.21",".36","","Medical - Biomedical and Genetics","Medical"
"Accelerant Holdings","ARX","3081","1477595","14.12","-3.35","12.69","21.1","-13.64","158","51.49","","1085.86901","273.95498","26.6","-135.47","49.99","30.05","9.36","23.01","-18.65","3","Insurance - Brokerage","Finance"
"Amer Sports, Inc.","AS","18697.82","4995817","33.76","-1.75","2.99","1.2","-9.61","112","26.68","","7929.18798","1542.953","8.74","6.5","10.29","41.96","29.54","33.98","-14.85","3","Leisure and Recreation Products","Consumer Discretionary"
"Associated BancCorp","ASB","5397.97","1619701","28.62","6.47","4.3","17.58","11.1","77","2.81","23","1742.72998","443.14999","32.12","19.88","10.46","29.37","22.63","88.87","4.66","3","Banks - Midwest","Finance"
"ASHLAND INC","ASH","2970.25","1011739","64.87","13.81","14.81","29.51","10.57","112","-13.68","-6.39","1854.36303","484.436","8.39","-39.03","8.06","64.87","47.49","100","4.15","5","Chemical - Specialty","Basic Materials"
"ASML Holding","ASML","682028.69","1663717","1734.1899",".45","9.65","27.97","62.1","4","20.81","14.41","45518.58203","10283.73046","27.65","27.65","48.69","1777.77","689.63","96","52.69","1","Semiconductor Equipment - Wafer Fabrication","Computer and Technology"
"Academy Sports and Outdoors","ASO","3217.67","1581896","49.88","-3.69","-.18","-1.71","-.16","112","2.02","-2.06","6329.15185","1653.66503","6.56","6.24","17.85","61.19","41.73","41.88","-5.95","4","Leisure and Recreation Products","Consumer Discretionary"
"Strive, Inc.","ASST","1054.58","4895852","14.43","-2.1","-13.8","43.8","-2.24","197","804.42","214.13","11.52","2.88","-10226.44","-9655.92","-139.1","178.2","7.16","4.25","-7.91","2","Financial - Investment Management","Finance"
